,logFC,AveExpr,t,P.Value,adj.P.Val,B,type
BATF,0.455906248614746,6.65147241496445,6.84203216697287,1.26981489183466e-10,2.07403098999661e-09,13.7520960654071,NOT
CNBP,-0.234350889,9.19993522036036,-6.841431993,1.27401667265417e-10,2.07921168856446e-09,13.7488863446104,NOT
IL20RA,-0.299309174,5.06189918137477,-6.839844036,1.28520007828214e-10,2.09576891602261e-09,13.7403947482393,NOT
P2RX7,-0.47267782,5.68107909834399,-6.839431946,1.28811805881285e-10,2.09883191051765e-09,13.7381912809382,NOT
MGAT1,0.424238336594662,8.22435989233585,6.83547886785702,1.31644339468249e-10,2.14325477837501e-09,13.7170578209584,NOT
FARP2,-0.176971214,5.73409221782829,-6.835112993,1.31909586545376e-10,2.14584265364872e-09,13.7151021767784,NOT
DYNC2LI1,-0.329354787,4.86735732535998,-6.834856419,1.32095907532172e-10,2.1471434631719e-09,13.7137307999162,NOT
SETD6,-0.401351919,6.39580142547861,-6.833792602,1.32871212819285e-10,2.15800808076888e-09,13.7080450392737,NOT
TMEM163,0.342978145153908,4.52111413785651,6.83342362517984,1.33141167723355e-10,2.16065425562628e-09,13.706073095094,NOT
UBE2E2,-0.315444679,8.35030477864455,-6.830723053,1.35133515952387e-10,2.19122523698537e-09,13.6916421268801,NOT
ELOVL2,0.359452568132851,4.53302174899311,6.83015937510591,1.35553061648476e-10,2.19626421232699e-09,13.688630428639,NOT
ADGRG6,-0.32573643,4.60685043355373,-6.829381113,1.36134432998544e-10,2.20391494256183e-09,13.6844724542326,NOT
SLC12A8,0.829709518586492,6.86207008365559,6.82891102936365,1.36486781095513e-10,2.20784866727261e-09,13.6819610975088,NOT
PSMA4,-0.260767422,10.0208594054132,-6.823405811,1.40680684373736e-10,2.2738684196453e-09,13.652557599008,NOT
DSTN,-0.198556925,8.90163811471626,-6.823021975,1.40977784179488e-10,2.2768476056124e-09,13.6505080263758,NOT
PPFIA3,-0.301814205,6.00044288180348,-6.820528712,1.42922747957758e-10,2.30641441708331e-09,13.6371963509721,NOT
MAP3K12,0.286677591510829,5.95306079908037,6.81887610123152,1.44226479237222e-10,2.325594379266e-09,13.6283744998014,NOT
MUC15,-0.909087699,7.94547805820892,-6.817886971,1.45012395692063e-10,2.33640083338497e-09,13.6230949808786,NOT
TLR9,0.468908769172902,5.45267513176101,6.81604660753301,1.4648591054919e-10,2.35825961895299e-09,13.6132731420346,NOT
MAML3,-0.266323871,5.54617038047613,-6.815654074,1.46802102952091e-10,2.36146681625245e-09,13.6111784239452,NOT
PROK2,0.976331201071028,4.4995735621904,6.81495011118616,1.47370841807394e-10,2.36747720820810e-09,13.6074219717261,NOT
TSPAN4,0.430490623336884,7.02937739341896,6.81490138824634,1.47410285848899e-10,2.36747720820810e-09,13.607161986837,NOT
SCRIB,-0.321805821,8.31359434207637,-6.813723786,1.48366793839028e-10,2.38094501909562e-09,13.600878644895,NOT
FAM167B,0.426186715243513,5.68181577631139,6.81287820639123,1.49057387225516e-10,2.39012750858516e-09,13.5963672597184,NOT
INPP5D,0.316517092959836,5.60647309583918,6.81182022845678,1.49925911011085e-10,2.40214626308872e-09,13.5907231296632,NOT
KDELR1,0.499941234882935,8.70529978446016,6.8092533963607,1.52053878593038e-10,2.43430904126586e-09,13.5770316136441,NOT
REEP4,-0.32320304,7.37151652296048,-6.807766679,1.53299988329828e-10,2.45231391791011e-09,13.5691027990202,NOT
MTREX,-0.261733957,6.65826313803735,-6.806800371,1.54115301518164e-10,2.46340436029192e-09,13.5639499140728,NOT
GNAI1,-0.505817078,7.73385999223088,-6.806282084,1.54554360920986e-10,2.46846791002601e-09,13.5611862929718,NOT
MTFR1,-0.236498848,6.08457887315666,-6.805286797,1.55400962402367e-10,2.48002737468694e-09,13.5558795470744,NOT
SRI,-0.312036664,7.83815122538086,-6.801488725,1.58673844447502e-10,2.53025874542352e-09,13.5356328007029,NOT
USP2,-0.313433421,5.45281549607868,-6.799751227,1.6019364014029e-10,2.55247766941766e-09,13.5263727209174,NOT
ZC3H15,-0.208770093,7.25308107611064,-6.799350362,1.60546309964816e-10,2.55470270149922e-09,13.5242364828889,NOT
FIGNL1,-0.474763463,6.17869787222268,-6.799304877,1.6058637448992e-10,2.55470270149922e-09,13.5239940959323,NOT
MS4A4A,0.651784777950282,6.2227274843831,6.79877475193534,1.61054053945197e-10,2.56012538665011e-09,13.5211691436527,NOT
PPM1A,-0.358169917,6.43815984208633,-6.796167469,1.63373817983791e-10,2.59495722852618e-09,13.5072772033219,NOT
RAB37,0.311186196573728,4.17261803052941,6.79538433217356,1.64077002811054e-10,2.60407746285342e-09,13.5031051450538,NOT
LINC01094,-0.492753363,5.27497119086879,-6.794571319,1.64810168672436e-10,2.6136588257338e-09,13.4987742203744,NOT
ATL1,-0.470866153,5.99782104783105,-6.79417407,1.65169576968519e-10,2.6173025273473e-09,13.4966581781825,NOT
FSTL1,0.389548180824383,6.72455216310332,6.79367954825509,1.65618070419332e-10,2.62235106323567e-09,13.494024094993,NOT
CCM2L,0.258942761053419,5.91605307654304,6.79298958115083,1.66245824276978e-10,2.63022782171131e-09,13.4903491482167,NOT
BBS7,-0.544758359,5.18472736250208,-6.79276325,1.66452258115644e-10,2.63143162634191e-09,13.4891436936888,NOT
CA12,-0.353221642,7.34797060484935,-6.791134019,1.6794572919498e-10,2.65296430437266e-09,13.4804669997026,NOT
TMEM68,-0.407521878,5.87588892251171,-6.790313034,1.68703299349352e-10,2.66284769919055e-09,13.4760951837315,NOT
C19orf33,-0.493543192,9.64246580461543,-6.78924337,1.69695393204645e-10,2.67641452969951e-09,13.4703995902858,NOT
DENND1C,0.538800646560093,6.38174076230335,6.78903922496907,1.69885386053702e-10,2.67731941737091e-09,13.4693126479368,NOT
TBL1X,-0.240939516,5.67411447882625,-6.788205921,1.70663099083189e-10,2.68747788166258e-09,13.464876026308,NOT
VPS26A,-0.252187401,6.83998210151965,-6.785994439,1.72744101446981e-10,2.71812776306443e-09,13.453103315071,NOT
ZNF16,-0.262298427,6.52030833789943,-6.785400878,1.73306884536848e-10,2.72485933413543e-09,13.4499439023223,NOT
MRC2,0.381813845496799,8.0343424458989,6.7825714859777,1.76014495519197e-10,2.7652767591763e-09,13.4348857664576,NOT
KCNN4,0.473158872328716,6.60052466051796,6.78001381961769,1.78497920954598e-10,2.80211199706953e-09,13.4212768832141,NOT
ACTR3B,-0.265136635,5.31678242797048,-6.778823459,1.79665471381284e-10,2.8182490569117e-09,13.4149442005363,NOT
ARHGEF28,-0.432584247,6.54420959099236,-6.777893483,1.80582860627582e-10,2.83044005461927e-09,13.4099971984702,NOT
MYCT1,0.24594583909808,5.11278998395933,6.77692251000636,1.81545616791328e-10,2.843322662361e-09,13.4048325338952,NOT
KLRB1,0.401192041380795,5.42740584395816,6.77562084256495,1.82844207598768e-10,2.86144097907281e-09,13.3979095554899,NOT
PTPRN2,0.227966274085688,5.47867820867094,6.77496949670221,1.83497445405236e-10,2.86943952582565e-09,13.3944456307238,NOT
IFRD1,-0.358589783,6.37840792832834,-6.774337062,1.84133916978934e-10,2.87716371205163e-09,13.3910824631526,NOT
PARVB,0.314549157956389,5.11540408326282,6.7739558185235,1.84518644802639e-10,2.88094539928513e-09,13.3890551677569,NOT
COMMD2,-0.353546245,6.77233421,-6.772984981,1.85501935074351e-10,2.89405955585858e-09,13.3838929540017,NOT
NIPBL,-0.366436831,7.49177709004721,-6.772597059,1.85896273915725e-10,2.89797218363757e-09,13.3818303893683,NOT
MED4,-0.396486705,6.62981055172529,-6.772403228,1.8609362082799e-10,2.89881019851502e-09,13.3807998222834,NOT
SLC6A13,0.23106110161601,4.31539844813142,6.77110973467211,1.8741587347217e-10,2.91715624800013e-09,13.3739229641936,NOT
SDC2,0.415640537766936,6.50878510815095,6.76948164055624,1.89093330727172e-10,2.94099858298933e-09,13.3652682829821,NOT
BCL6,0.2990687927611,7.77865861260048,6.76906236160898,1.89527711971936e-10,2.94548533432598e-09,13.3630396596973,NOT
SOCS3,0.587812175037864,6.24142756226635,6.76886720348448,1.89730234806218e-10,2.94636460020611e-09,13.3620023490203,NOT
DLL4,0.337895940633124,6.33538128800877,6.76833934577629,1.90279081285614e-10,2.95261652036431e-09,13.3591967495582,NOT
RNASET2,0.239880077967506,6.72677764130576,6.76811864851335,1.90509017431054e-10,2.95391401221054e-09,13.3580237661659,NOT
MCM3AP-AS1,-0.274895828,3.9037168647428,-6.767029197,1.9164809292126e-10,2.96929524166876e-09,13.3522337686034,NOT
PPP2CA,-0.297618107,6.86517042032705,-6.765636472,1.93114033399053e-10,2.98971327167184e-09,13.3448327754184,NOT
PACRGL,-0.331079736,5.24707600327379,-6.765397176,1.93367018628907e-10,2.99133591730297e-09,13.3435612379539,NOT
DHCR7,-0.335718727,7.04971575644714,-6.764766447,1.9403539652813e-10,2.99937717083452e-09,13.3402098755188,NOT
SLC17A5,0.289885944317141,7.02488607096189,6.76428688530535,1.94545105552046e-10,3.00495531054682e-09,13.3376618628131,NOT
RGS2,0.806830086581552,9.49886639996549,6.76092457732292,1.98156023130927e-10,3.05838975150395e-09,13.3198001303468,NOT
CARD8,0.333222712701084,5.70871182947075,6.76016508087615,1.98980774824049e-10,3.06877301921154e-09,13.3157661366799,NOT
TCEAL3,0.308800970676879,8.06257229978678,6.75758529526759,2.01807547582109e-10,3.10999295464703e-09,13.3020658087345,NOT
AMMECR1,-0.420436323,6.64358400194505,-6.757316545,2.02104293247142e-10,3.11219029143654e-09,13.3006387470515,NOT
C12orf45,0.356474572720954,7.11085849025394,6.7552436505984,2.04407613075504e-10,3.14525982680508e-09,13.2896327857996,NOT
DCN,0.354338229811069,8.14324215233012,6.75297328803297,2.06960031738945e-10,3.1803576075253e-09,13.2775806214475,NOT
CBX6,0.281724036934057,7.60451801092558,6.75293472083262,2.0700366040659e-10,3.1803576075253e-09,13.2773759086896,NOT
TMEM208,0.342645479578103,8.47312202835008,6.75047912978116,2.09800252170642e-10,3.22087261659386e-09,13.2643431507114,NOT
YEATS4,-0.485832036,5.37052377085106,-6.746299699,2.14645901135487e-10,3.29275946209971e-09,13.2421676417593,NOT
BCL11B,-0.36135022,7.02016416591299,-6.745917722,2.1509422692225e-10,3.29713155133363e-09,13.2401413199016,NOT
PCYOX1,-0.413134507,8.07826762786695,-6.745150846,2.15997095449849e-10,3.30845930420452e-09,13.2360733747378,NOT
CLSTN3,0.411205522596835,6.22316612427204,6.74469775597909,2.16532286826338e-10,3.31414238548151e-09,13.2336700546421,NOT
POU2F2,0.49820042917629,5.90355222731012,6.74369857524336,2.1771714340986e-10,3.32975279633202e-09,13.2283704442606,NOT
FUNDC1,-0.407694896,7.04257757979091,-6.743347618,2.18134832098465e-10,3.33361543558199e-09,13.2265090914235,NOT
ARRB2,0.432242231381256,6.27915512642504,6.74274250783103,2.18856853790512e-10,3.34211964018371e-09,13.2232999318675,NOT
C6orf203,-0.389413455,6.25483201052564,-6.742197766,2.19508857284387e-10,3.34954256300621e-09,13.2204110733827,NOT
RAMP2,0.492045743621097,6.4727505392948,6.74141643390846,2.20447377388054e-10,3.36132300204686e-09,13.2162677776844,NOT
TDP2,-0.35993113,9.04764207959458,-6.740493419,2.21561179005091e-10,3.37575628811681e-09,13.211373513479,NOT
ARHGEF15,0.24262729871752,5.99941557440422,6.73556289608916,2.27605397584241e-10,3.46523210138058e-09,13.1852361408555,NOT
POLR2C,0.184572697420268,7.26296654015337,6.73523843330404,2.28008796983568e-10,3.4674370135301e-09,13.1835165093185,NOT
TRAM1,0.412602893025873,9.27446839398428,6.73517018664449,2.28093736574597e-10,3.4674370135301e-09,13.1831548126186,NOT
CTSB,0.308590544747026,10.0332342519973,6.73347135765951,2.302181682159e-10,3.49709885623972e-09,13.1741519696405,NOT
EIF4E3,-0.3131369,6.28046169922827,-6.73252363,2.31411784653133e-10,3.5125872996823e-09,13.1691301183711,NOT
CD46,0.445070291615201,8.9390529165472,6.7314979986766,2.32710386320927e-10,3.52964483775123e-09,13.1636959298861,NOT
LNP1,0.313888835534263,5.81677511907662,6.73122628981498,2.33055611121559e-10,3.53222723522675e-09,13.1622563929934,NOT
NCBP2-AS2,-0.271398913,7.67465703972952,-6.729830102,2.34837536638367e-10,3.55656428331235e-09,13.1548598010479,NOT
ACKR4,-0.478978711,3.71435674647398,-6.729602321,2.35129519149027e-10,3.55831689098993e-09,13.1536531702365,NOT
CSRP2,-0.534081038,9.02614455480567,-6.729211606,2.35631192427627e-10,3.56323783725014e-09,13.1515834808074,NOT
ADIPOR2,-0.312443682,8.98908194065556,-6.724344018,2.41970212326735e-10,3.65635826830249e-09,13.1258048080175,NOT
MYO10,-0.219818765,4.80090367430329,-6.720982564,2.46445564345961e-10,3.72058224536895e-09,13.108008938028,NOT
NAT9,0.289194741605684,6.79915756896951,6.72087581431653,2.46589015469767e-10,3.72058224536895e-09,13.1074438809114,NOT
SLC7A11,0.604020740004302,7.16446627623938,6.72057150228512,2.46998405000541e-10,3.72397595231585e-09,13.1058330941117,NOT
SND1,0.291648435568615,7.67213387305165,6.71927186996327,2.48754342217239e-10,3.74765123931464e-09,13.0989543488136,NOT
PRMT3,-0.482635262,7.03926469248414,-6.71749022,2.51181531678648e-10,3.78139654103546e-09,13.0895256236802,NOT
RFX5,0.211758333686451,7.48946005423312,6.7157193701679,2.5361712071234e-10,3.81318581409502e-09,13.080155496421,NOT
DCUN1D1,-0.286549155,5.88209363863103,-6.715680443,2.53670920761324e-10,3.81318581409502e-09,13.0799495366687,NOT
RNF138,-0.40058092,6.85765369166609,-6.713666686,2.56469458276833e-10,3.85238498786659e-09,13.0692959007483,NOT
FABP5,-0.247477556,12.6965341324091,-6.711363227,2.59707897460731e-10,3.89812864976747e-09,13.0571119027409,NOT
C11orf45,-0.552687809,4.95828150828432,-6.710135439,2.61450469192898e-10,3.92136855279809e-09,13.050618594589,NOT
HS3ST6,-0.814153124,5.02009918773988,-6.709874694,2.61822018510943e-10,3.92402591662875e-09,13.0492397019641,NOT
NDUFS1,-0.239334127,5.81225942939358,-6.709100044,2.62928929203844e-10,3.93769230175609e-09,13.0451433179249,NOT
BRIP1,-0.402812702,4.6250979480081,-6.708649189,2.63575282951835e-10,3.94444611729551e-09,13.0427593085348,NOT
SLC1A5,0.530019588947036,7.15974186825454,6.70752987630304,2.65186726039711e-10,3.96562194465903e-09,13.0368410536294,NOT
YWHAQ,-0.276891613,11.3737320368319,-6.705066082,2.68768044969645e-10,4.01620228856196e-09,13.0238160249485,NOT
CFB,0.460731713705797,6.01911692447214,6.70460688204377,2.69440775662928e-10,4.02327690760591e-09,13.0213887381951,NOT
LOC101928076,-0.507361809,6.24794220393153,-6.701961699,2.73348398444158e-10,4.07860862364424e-09,13.0074084551966,NOT
DAPL1,-0.724912613,9.6188458079254,-6.701452475,2.74107034863404e-10,4.08690754787475e-09,13.004717486053,NOT
NAA50,-0.322666253,7.55319691166375,-6.70033309,2.75781983000883e-10,4.10884625300504e-09,12.998802559109,NOT
HEG1,0.398163256929472,8.61214387463538,6.69987905508838,2.76464229249978e-10,4.11597334815528e-09,12.9964035681172,NOT
BANK1,0.643941029502629,5.87053950036493,6.69955569092332,2.76951139455955e-10,4.12018393761004e-09,12.9946950605746,NOT
IRX3,-0.415896064,8.76200731110773,-6.69867485,2.78281766325939e-10,4.13693100043303e-09,12.9900413462612,NOT
ANXA7,-0.304622066,9.55229640211269,-6.695919486,2.82484892782096e-10,4.19632451470563e-09,12.9754863473416,NOT
ATAD2,-0.442914717,5.27907340204153,-6.69464967,2.84442900583993e-10,4.22230388013945e-09,12.9687798198126,NOT
EVPLL,-0.42512476,5.63380651643328,-6.694451961,2.84748960242378e-10,4.22374137352912e-09,12.9677356884541,NOT
CUL3,-0.267971807,6.93395505367941,-6.693153904,2.86766463741312e-10,4.24909941310113e-09,12.9608808981105,NOT
CASP3,0.361024850850424,7.6962512894208,6.69308146984162,2.86879458096733e-10,4.24909941310113e-09,12.9604984105144,NOT
IFITM3,0.432513239943013,11.5497672886645,6.69253810636569,2.87728483528377e-10,4.25855031192879e-09,12.9576292607399,NOT
HID1,0.370578376973806,5.53837824388568,6.69133074236105,2.89623902604123e-10,4.2809807991045e-09,12.9512544436502,NOT
ATP6V0B,0.334517208206278,9.44342575473383,6.69130267666742,2.89668108360251e-10,4.2809807991045e-09,12.9511062663083,NOT
COL4A6,-0.233272485,4.31112193738087,-6.691123542,2.89950416397922e-10,4.28201829278805e-09,12.9501605055177,NOT
NDUFAF5,-0.194789005,5.29517057915473,-6.68873655,2.93738171932619e-10,4.33478524486528e-09,12.9375595270371,NOT
PABPC4,0.302565691310697,8.78799560343916,6.68715891847677,2.96268311806182e-10,4.36892964115647e-09,12.9292326253562,NOT
GID8,-0.267733572,8.06739897050906,-6.684868164,2.99980379765216e-10,4.42044080781035e-09,12.9171438358866,NOT
RALGAPB,-0.169657569,6.99419975342356,-6.683442978,3.02312903528673e-10,4.45156301709471e-09,12.909624061455,NOT
MEIS1,-0.553752899,6.88253991929963,-6.683176311,3.02751322665597e-10,4.4547694620795e-09,12.9082171369241,NOT
DYNC1H1,-0.187737259,5.66967157523999,-6.682313157,3.04174705170352e-10,4.4724537130219e-09,12.9036633983223,NOT
BLM,0.448435776844342,6.3371916407223,6.68213988116577,3.044612378984e-10,4.47340863951448e-09,12.9027492914905,NOT
C1orf162,0.437137508844144,6.52629353907802,6.6814676080533,3.05575444250882e-10,4.48651423166313e-09,12.8992028769115,NOT
GAR1,-0.255206172,8.23539342059767,-6.679135943,3.09471084689445e-10,4.54040861752218e-09,12.886904361507,NOT
SEC61A1,0.47888564897161,8.74159678140104,6.6777608803021,3.1179135913123e-10,4.57112850990651e-09,12.8796526900047,NOT
IL17RD,-0.343664205,4.86260282377041,-6.673847865,3.18488312636799e-10,4.66592311720733e-09,12.8590214058056,NOT
PPIG,-0.323453599,7.58183279093627,-6.67250079,3.20826389428534e-10,4.69676805640554e-09,12.8519206257837,NOT
CTTNBP2NL,-0.401534306,7.17096772599583,-6.668324677,3.28182682852493e-10,4.80097971117835e-09,12.8299126183213,NOT
TEX2,-0.286272537,7.44285523947966,-6.666313942,3.31783619625338e-10,4.85014316654332e-09,12.8193189847918,NOT
UBE2J1,0.432290453304641,7.65886357115823,6.66574947104884,3.32801481377447e-10,4.86150239221991e-09,12.8163453848517,NOT
KTN1,-0.376810077,10.0763266403325,-6.661041653,3.41411313058848e-10,4.98366709185251e-09,12.7915506566786,NOT
AATBC,-0.636992523,5.96812636591333,-6.659767117,3.43779714275188e-10,5.01461334666727e-09,12.7848398200595,NOT
DNAJC9,-0.278584885,6.39649970226183,-6.659281409,3.44686531207254e-10,5.02421060795093e-09,12.782282609075,NOT
BDKRB2,-0.364276515,8.00618938296079,-6.657389642,3.48240963865343e-10,5.07235828175581e-09,12.7723236725785,NOT
AACS,-0.279035919,8.6480065325754,-6.652374036,3.578403880668e-10,5.20842231744237e-09,12.7459277982938,NOT
HSPA2,-0.467936407,8.57126844157081,-6.646970391,3.68474113523234e-10,5.3593338644143e-09,12.7175029073202,NOT
AGO1,-0.183687651,5.9074383310718,-6.645808479,3.70800940016836e-10,5.38929400796248e-09,12.7113926573691,NOT
SHE,0.274861297172867,5.87636743925427,6.64185824756558,3.78820322223037e-10,5.50188824822925e-09,12.6906239548864,NOT
VPS53,-0.132767471,4.90180338821257,-6.641390285,3.79781575584449e-10,5.51188385902146e-09,12.6881640805017,NOT
PITPNM1,0.352493258329115,6.62796058799896,6.64026246079406,3.82108144245228e-10,5.54166610346456e-09,12.6822360279784,NOT
FAF1,-0.203214294,6.06698548086202,-6.63993842,3.82779194086686e-10,5.54741304394976e-09,12.6805329179908,NOT
LYVE1,0.344430280592741,4.49746161093598,6.63759916021004,3.87658059607998e-10,5.6140896035626e-09,12.6682395857432,NOT
