,logFC,AveExpr,t,P.Value,adj.P.Val,B,type
CYP3A4,-0.13936368,5.25071260160847,-3.976081062,0.000102472113990777,0.000415132994506021,0.683932274346338,NOT
FRG1JP,-0.245941723,4.18612559411047,-3.976077788,0.000102473406112995,0.000415132994506021,0.683920418759291,NOT
RBM38,0.209845177844781,6.08110380775045,3.97604143125445,0.000102487757312166,0.000415132994506021,0.683788752557836,NOT
ARX,0.176100677089906,4.70248158065025,3.9755911875235,0.000102665641493665,0.000415770104408048,0.68215827859393,NOT
ARG2,-0.300240271,6.37424873825595,-3.975125194,0.000102850057697397,0.000416433406497202,0.68047093105262,NOT
SH3PXD2B,0.175177704384759,6.71651674745538,3.97505251689112,0.000102878847910397,0.000416466449090656,0.680207784856004,NOT
C19orf53,0.186491066992648,9.27455709774412,3.97486889412162,0.000102951622276149,0.000416677496092804,0.679542948176355,NOT
NDUFA5,-0.175977292,6.50865888478414,-3.974785947,0.000102984512332742,0.000416698813817099,0.679242633288236,NOT
LINC00280,0.139786495709559,3.68280419955821,3.97475150752806,0.000102998171237732,0.000416698813817099,0.679117943940376,NOT
EVPL,-0.366769894,8.43022085396657,-3.974282299,0.000103184433162334,0.000417368731052134,0.677419255518184,NOT
FGD6,-0.190331182,5.34317680587517,-3.974177719,0.000103225992047581,0.000417453190596266,0.677040664064534,NOT
DICER1,-0.169769684,6.51114043668889,-3.972504914,0.000103892914754163,0.00042006612518667,0.670986049702626,NOT
GALNT10,0.145986522086646,6.22146420990489,3.97239016551142,0.00010393881345617,0.000420167554275765,0.670570800871205,NOT
RPL22,-0.100931216,11.5292017398308,-3.972332955,0.00010396170446544,0.000420175953903564,0.670363773233415,NOT
CUL2,-0.212596432,6.05381710229426,-3.971667402,0.000104228357290297,0.000421169350876004,0.667955523079217,NOT
MBP,-0.107902679,5.91523344656434,-3.97153859,0.00010428004085161,0.00042129386926402,0.667489465166375,NOT
TRIM16L,-0.145178544,5.4353708994402,-3.971286763,0.000104381152478979,0.000421617988444505,0.666578360129312,NOT
PLXNA3,0.135689331435776,5.27937891532982,3.97041184939616,0.000104733166462881,0.000422955223955321,0.663413316935105,NOT
SLC44A1,-0.153090043,7.54698885527005,-3.970291097,0.000104781838955033,0.000423067152964842,0.662976533340255,NOT
BRSK1,0.309918547896175,5.19662727343915,3.97020984246734,0.000104814602629449,0.000423114816613341,0.662682629339161,NOT
CDH3,0.319149555898374,8.90530903605132,3.96870939038072,0.000105421377299396,0.000425479161319513,0.657256250694522,NOT
ATAD5,-0.158771294,5.05830559162584,-3.968567528,0.000105478918390696,0.000425593024802981,0.656743293913759,NOT
CSPG4,-0.199690419,4.51418562659395,-3.968535897,0.000105491752333769,0.000425593024802981,0.656628922636263,NOT
CFAP298,-0.131752205,5.59089988526897,-3.967646444,0.000105853248599973,0.000426966110436814,0.653413142390557,NOT
ATF5,0.281028790305056,5.88773023326453,3.96757331599984,0.000105883022020572,0.000427000888643888,0.653148778267678,NOT
ZNF300,-0.258778816,5.37148928034743,-3.966937817,0.000106142095989644,0.000427960182512268,0.650851561418211,NOT
SPINK5,-0.309965326,11.1890407974726,-3.966279654,0.000106411045224995,0.000428958901957307,0.648472741746652,NOT
FAM98B,-0.164952491,6.08117538323022,-3.965989253,0.00010652991997033,0.000429352370605117,0.647423238140266,NOT
BEX2,-0.268448547,6.96180984285246,-3.962725711,0.000107874558216869,0.000434599047739471,0.635633284881408,NOT
ATG16L2,-0.184426893,6.65839436171151,-3.962725204,0.000107874768586412,0.000434599047739471,0.635631451929878,NOT
MSS51,-0.14721868,4.64730475478213,-3.962669945,0.000107897674785787,0.000434604600673476,0.635431891546997,NOT
SCOC,-0.257389316,8.30656114625006,-3.962511507,0.000107963376592219,0.000434782494842153,0.634859729327142,NOT
TMEM63C,-0.191921133,5.62494832356102,-3.961856513,0.000108235398172515,0.000435791028780761,0.632494560166473,NOT
LOC101927391,-0.160795722,3.49679332060185,-3.961482706,0.000108390933806472,0.000436330243606191,0.631144897773711,NOT
TMEM119,0.375563539328953,5.87923132420657,3.96138047253338,0.000108433508593695,0.000436414607553731,0.630775794282058,NOT
ABCG1,-0.182158195,5.92308240976646,-3.961075989,0.000108560404437874,0.000436838238945945,0.629676531185302,NOT
SPDYE2,0.266501727968879,7.17126915261199,3.95993280281485,0.000109038097725363,0.00043867300057386,0.625549972408475,NOT
EPB41,-0.145550679,5.679468335,-3.959830581,0.000109080909637792,0.000438757801109332,0.625181029949816,NOT
TOR2A,0.108665458714866,5.44261592558858,3.95915021742225,0.000109366262554298,0.000439817949889675,0.622725645434237,NOT
PRPF38B,-0.256653403,7.55884003335146,-3.958122516,0.000109798640569759,0.000441468822111592,0.619017408297508,NOT
APEX2,-0.122859719,6.17323932233803,-3.957534746,0.000110046659583103,0.000442377929841435,0.616896930345992,NOT
C5orf46,-0.406471767,5.04256767245163,-3.956585999,0.000110448124327254,0.000443903391184271,0.613474715898797,NOT
ZNF697,0.126555123624525,5.16248665249171,3.95635459170141,0.000110546255832967,0.000444209357634542,0.612640115369826,NOT
LAMC3,0.173011031255445,5.09533308639872,3.95615839874113,0.000110629519344859,0.000444455469957017,0.611932550414586,NOT
LOC102724009,0.194630950187448,4.93233775709326,3.95600551462515,0.000110694444118354,0.000444627822893222,0.611381197983701,NOT
MMP3,0.853565721498766,6.08610759596882,3.95566881524832,0.000110837556949397,0.00044511410377848,0.610167007445935,NOT
MYLK2,0.182755222221638,6.56327834418766,3.95544969799226,0.000110930786475693,0.000445399904011793,0.609376882662452,NOT
TSC22D4,0.17583192250462,6.00285904389512,3.95530708817544,0.000110991503863056,0.000445555076553466,0.608862659096445,NOT
ADGRG3,0.206953366386881,4.34542024994508,3.95380449207942,0.000111633172090691,0.000448041844565978,0.603445525782868,NOT
HLA-DRB6,0.161877521527059,5.66206556444872,3.9536945510026,0.00011168025960417,0.00044814173740588,0.603049235481392,NOT
GCNT7,-0.143829912,4.47217333887174,-3.953532322,0.000111749776485781,0.000448331575456071,0.602464486033121,NOT
DHX36,-0.156515112,7.61707845552001,-3.953345444,0.00011182990644837,0.000448563908479969,0.601790917409345,NOT
TNFRSF21,0.321218722223791,9.60473897076126,3.95314016442224,0.000111917990151835,0.000448828046322061,0.601051050216451,NOT
SMPD3,-0.227220455,5.28398209625304,-3.952653078,0.000112127258674921,0.000449577973809196,0.599295627307622,NOT
SERPING1,0.345673872353741,7.85733433352542,3.9522235638847,0.000112312100697647,0.000450229684051649,0.597747843196653,NOT
IPO5,-0.11672222,6.93831039318098,-3.951974592,0.000112419378793626,0.000450570263864546,0.596850719834485,NOT
IL18RAP,0.242824916303578,5.08183380275617,3.95122559326902,0.000112742699174034,0.000451776421382573,0.594152124204101,NOT
KRT1,-1.025828135,11.1380703207952,-3.951117987,0.000112789222345852,0.000451873153545953,0.593764459351803,Down
SPRED3,0.254227436931422,6.49539310392136,3.9503852084403,0.000113106521172719,0.000452991108877458,0.591124778885838,NOT
DOCK4,0.145137786524947,4.88102916589093,3.95036993106765,0.000113113145425563,0.000452991108877458,0.591069749683644,NOT
HTR6,0.142721066046524,4.30169931700687,3.95023218580347,0.000113172888296417,0.000453140473805647,0.590573598299825,NOT
ELP1,-0.187448134,5.78506866539459,-3.949789674,0.000113365017646727,0.000453819745439645,0.588979791384154,NOT
ANKRD9,-0.138270624,6.14519764943477,-3.949677762,0.000113413656510209,0.000453924444414771,0.588576739429416,NOT
ZNF687,0.291250428753372,6.16345825462509,3.94679208123198,0.000114674703444246,0.000458880656716045,0.578187197459698,NOT
BICDL2,-0.231565757,7.42775730643462,-3.946522721,0.000114793092628642,0.000459263367813519,0.57721772082404,NOT
UQCR11,0.10227004323178,8.4078865325871,3.94535979727684,0.00011530555577959,0.00046122222311836,0.573032786245708,NOT
ABHD10,0.164712337899259,6.71678493835737,3.94464408343629,0.00011562202897465,0.000462396497809081,0.570457706169227,NOT
SRP9,-0.164804845,11.359728397136,-3.94436366,0.000115746251080134,0.000462801607606603,0.569448873503136,NOT
TM2D3,-0.202510803,8.03754140948046,-3.94368472,0.000116047534766904,0.00046391438254936,0.567006607452719,NOT
TMA7,-0.144728379,11.4999083795568,-3.943242954,0.000116243971553141,0.000464607661396717,0.565417685732704,NOT
SAMD14,0.127606464856153,5.19560435362685,3.94303735094979,0.00011633550339107,0.000464881461294321,0.564678233259657,NOT
NUP205,-0.137304559,6.2990168214306,-3.942925941,0.000116385130189704,0.00046498773169795,0.564277561136975,NOT
GINS1,-0.304827287,5.94568243904078,-3.942849443,0.000116419217278986,0.000465031887302766,0.564002451641517,NOT
HIVEP3,-0.111945095,5.60152246907243,-3.942680945,0.00011649433299365,0.000465239880212818,0.563396495072242,NOT
ATL3,-0.101739053,6.75480145750404,-3.942588578,0.00011653552924017,0.000465312354489826,0.563064332944645,NOT
DUSP23,-0.169367346,8.11497142772765,-3.942437749,0.000116602830042585,0.000465489011844911,0.562521945963629,NOT
LOC730101,0.332782986776712,5.49766627779369,3.9409328792468,0.000117276336577215,0.000468085148837647,0.557111346901861,NOT
TMA16,-0.329571665,4.38926786537804,-3.940301955,0.00011755980686734,0.00046912381518835,0.554843439817628,NOT
TINCR,-0.174385044,5.86034329982935,-3.940115966,0.000117643495163739,0.000469364996119677,0.554174942926369,NOT
TSACC,0.277659365271714,4.92939431323466,3.93958606371394,0.000117882241961434,0.000470224600023203,0.552270475468293,NOT
PATZ1,0.0996203153932206,5.27204420525065,3.93878479204604,0.000118244129366727,0.000471574967138577,0.549391112581896,NOT
PM20D2,-0.228989229,6.38277352386557,-3.938362485,0.000118435285557174,0.000472244034135539,0.547873753046378,NOT
CFDP1,-0.161993411,6.27266469190477,-3.938259993,0.000118481722545296,0.000472335903385551,0.547505517662149,NOT
VPS11,0.105043036292149,6.96005284124415,3.93805947211698,0.000118572624715321,0.000472604965005509,0.546785103187249,NOT
ASPRV1,-0.7737384,7.34486529509218,-3.937349916,0.000118894820446414,0.000473795624787251,0.544236118853836,NOT
MXRA5,0.281276884417928,9.11514908942853,3.9367789732115,0.000119154678760401,0.000474737449144461,0.542185363571034,NOT
PRND,0.125038412307885,3.74535675272778,3.93626468837261,0.000119389212204477,0.000475578022096287,0.540338328612539,NOT
MARK1,-0.149200127,4.95741771830935,-3.936087331,0.00011947019562999,0.000475806729015238,0.539701403187772,NOT
DOK4,-0.191949015,6.25412575643435,-3.93599103,0.00011951418992671,0.000475888060402451,0.53935557517875,NOT
PAXIP1-AS1,-0.3071103,5.61050757771072,-3.935272044,0.000119843137722974,0.000477103779205562,0.536773853321947,NOT
CDK5RAP2,-0.111628512,6.40436236065494,-3.935162259,0.000119893441864858,0.000477209937769667,0.536379673930105,NOT
ARRB1,0.112447804431858,5.97102936449807,3.93497485297417,0.000119979358976265,0.000477457776269041,0.535706818827515,NOT
SCARA5,0.305786594310942,6.27731318023139,3.93424407423017,0.000120314946931941,0.000478698886216402,0.533083318636942,NOT
ADAMTSL3,-0.132207668,4.72647502835346,-3.933537045,0.000120640478190356,0.000479899502208258,0.530545465723562,NOT
CCND2,0.210060409515085,6.34633537429118,3.93278634061894,0.000120987034863333,0.000481183266316189,0.527851261406155,NOT
TMC8,0.195513526248683,5.62238703231506,3.93176001330638,0.000121462362907988,0.000482978566552386,0.524168567169536,NOT
GOLGA4,-0.188671207,8.7111706172309,-3.930909934,0.000121857408532335,0.000484453990439304,0.521118896792383,NOT
TMC5,-0.155360838,3.9969512880209,-3.930591502,0.000122005702835928,0.000484948046633533,0.51997666360413,NOT
THSD7B,-0.25923746,4.13280055580609,-3.929708313,0.000122417905090293,0.000486490682669849,0.516809011306374,NOT
CLEC2B,0.35745215618864,8.12396120818416,3.92880599346337,0.000122840403470128,0.0004880736204005,0.5135733579196,NOT
NHLRC2,-0.117398755,4.51402439931404,-3.92833617,0.000123060940280309,0.000488853652573568,0.511888849689275,NOT
BORCS5,-0.174530337,5.48669782756884,-3.928115794,0.000123164515146949,0.000489111813704112,0.511098770605473,NOT
FKBPL,-0.226207145,6.40026400999942,-3.928094805,0.000123174383835531,0.000489111813704112,0.511023526193883,NOT
SIGLEC10,0.169706738091626,5.27032924076594,3.92793467558103,0.000123249701106783,0.000489314644236722,0.510449464905923,NOT
ZNF691,0.169054089521036,5.55428629497216,3.92782808513187,0.000123299860410221,0.000489417534793855,0.510067351169651,NOT
PITHD1,-0.153176131,6.39500309523571,-3.927747103,0.000123337981775825,0.000489472611773216,0.509777047109981,NOT
ABTB2,-0.137223074,5.49732249987994,-3.926349898,0.000123997469449891,0.000491928446418448,0.504769123217985,NOT
LETM1,-0.124395101,6.10802471622733,-3.926302591,0.000124019856805241,0.000491928446418448,0.504599592134398,NOT
SERTAD2,-0.18964159,9.10368377095278,-3.926281354,0.000124029908473841,0.000491928446418448,0.504523484620481,NOT
RSL24D1,-0.171752644,9.11329157220609,-3.926073135,0.000124128500048309,0.000492222777249117,0.503777314622747,NOT
ZNF19,-0.15362194,5.08500620943006,-3.92547706,0.000124411152789605,0.00049324673065918,0.501641417637702,NOT
ROR2,0.148801498430087,4.86289533704047,3.92510423883954,0.00012458825202047,0.000493851881364471,0.500305634994028,NOT
RFTN2,0.15784427428923,4.72556418974037,3.92496141680702,0.000124656159425131,0.00049402405702288,0.49979394576029,NOT
ATAD1,-0.198508254,7.25511743484447,-3.924660237,0.000124799476435891,0.000494494961783664,0.498714957722463,NOT
ADD3,0.241339520520462,9.32548509988666,3.92456620105175,0.000124844255606603,0.000494575320287697,0.498378085342019,NOT
TCF7,0.126858869781323,6.82190138535372,3.92429149871755,0.000124975154409965,0.000494996746562366,0.497394034445438,NOT
ZCCHC14,-0.151327329,5.58020770946089,-3.924197277,0.000125020082051415,0.000495077563054916,0.497056523457196,NOT
CACNA1F,0.193988426514728,5.42012549283481,3.92396989399431,0.000125128568539411,0.000495409990522384,0.496242040885356,NOT
GCKR,0.206493031108249,5.384785816,3.92391753791291,0.000125153560742586,0.00049541178122967,0.49605450798503,NOT
LOC101927972,-0.273108479,3.93253558261173,-3.923833753,0.000125193565423052,0.000495472985446102,0.495754405059748,NOT
TBXA2R,0.139038442743171,5.64821040211807,3.92372588355059,0.000125245087541569,0.000495579738786592,0.495368043998537,NOT
CCL2,0.421176702846597,7.73876017378674,3.9228187462356,0.000125679165733171,0.000497199881995152,0.49211925691658,NOT
BACE2,0.166414973754542,6.73749122375601,3.92145105599866,0.000126336329793804,0.000499701768392891,0.487222250226482,NOT
LINGO1,0.258465815399207,5.20593563062107,3.92080212375555,0.000126649277905533,0.000500841453938668,0.484899251607914,NOT
TSPYL4,-0.231509812,7.5662978463312,-3.92063027,0.000126732277655991,0.000500986720462173,0.48428411785574,NOT
PRKAR2B,0.340748518904469,6.36463575136348,3.92062330253451,0.000126735644016263,0.000500986720462173,0.484259177400814,NOT
MRPS17,-0.168965013,7.41620362739222,-3.920290259,0.000126896645028666,0.000501524954941016,0.483067142257095,NOT
GEM,0.370933237563737,8.0294999639292,3.91962989589553,0.000127216454556823,0.00050269050393289,0.480703813641876,NOT
TRAF3IP2,-0.126092302,5.78707762140613,-3.919062747,0.0001274917324441,0.000503679666258608,0.478674349138583,NOT
OTUB2,-0.194196479,5.02302785695515,-3.917290898,0.000128355390422406,0.000506992491067801,0.47233560748773,NOT
AIDA,-0.161986877,9.01737583378672,-3.916998075,0.00012849865666043,0.000507459092461025,0.471288270588735,NOT
LNX1,-0.282419149,6.20525102168454,-3.914710693,0.000129623019354657,0.000511731290720931,0.463109282769545,NOT
KRT76,-0.629702397,12.3433814026914,-3.914694205,0.000129631158150725,0.000511731290720931,0.46305033916225,NOT
DKFZP434A062,0.15325333838892,5.89883830048532,3.91448130879728,0.000129736287795526,0.000512046173610183,0.462289293330193,NOT
UBXN2B,-0.163460475,6.09116203333361,-3.914325647,0.000129813206200122,0.000512249610392508,0.46173286511941,NOT
RFC3,-0.168641698,5.67747344767779,-3.913452499,0.000130245464918641,0.000513854884850013,0.458612062819383,NOT
ZNF107,-0.191674994,5.21994786220974,-3.913239793,0.000130350973651362,0.000514023007603844,0.457851898529046,NOT
ZNF211,0.190100152943956,6.81779991331711,3.91323840258132,0.000130351663744751,0.000514023007603844,0.457846928616067,NOT
BAZ1B,0.132205822813594,5.446664746,3.91321260853559,0.000130364463985124,0.000514023007603844,0.457754748676009,NOT
SETD2,-0.162436893,6.66997454848244,-3.913117308,0.000130411766958237,0.000514109109813099,0.457414179004102,NOT
IL17RB,0.159845297122061,5.12313193456047,3.91147999713237,0.000131227009239811,0.000517221956761677,0.45156409551278,NOT
KIF15,-0.297409518,4.66560137937623,-3.911158985,0.000131387412930246,0.000517753092374742,0.450417365416646,NOT
GSDME,0.233790614872724,7.4110282071981,3.9105694082398,0.000131682498959586,0.00051881465437083,0.448311463946016,NOT
POC1B,-0.322305586,6.8819254796263,-3.910397343,0.000131768736898396,0.000519053124000938,0.447696917975518,NOT
CLIC6,0.183100217154907,5.18169075202491,3.9098470559782,0.000132044898328082,0.000520039486431394,0.445731666076921,NOT
FRG1HP,-0.229700385,6.34686417349239,-3.90971651,0.000132110493469405,0.000520180066945285,0.445265478432614,NOT
ARID1B,-0.102835305,5.96639557049673,-3.909624871,0.000132156557501807,0.000520180066945285,0.444938238510106,NOT
MDH2,-0.119254451,8.6278094492242,-3.909622213,0.000132157893964849,0.000520180066945285,0.444928745960604,NOT
TMED10,0.161609039719924,8.87138297643975,3.90925504914911,0.000132342610769013,0.000520805580156888,0.443617679298754,NOT
AQP6,0.145065672202308,5.74399430742738,3.90918763554812,0.000132376552608518,0.000520837623087265,0.443376970247721,NOT
APOLD1,0.402656600394902,6.28047082049783,3.90904809772109,0.000132446834309211,0.000521012605423684,0.442878743283023,NOT
SDS,0.138546338334031,5.43081450626619,3.90832838233462,0.000132809900381755,0.000522339035438705,0.440309198995473,NOT
IWS1,-0.147017718,6.21318226222152,-3.907867823,0.000133042729061895,0.000523152827094181,0.438665108373193,NOT
TM9SF1,0.168962347510408,6.5205330633682,3.90707489191743,0.000133444492604937,0.000524630460897463,0.435834904483903,NOT
GANC,-0.146846126,4.92080936909938,-3.906603147,0.000133684063755218,0.000525469992034724,0.434151336553461,NOT
LINC01547,0.129045504266672,5.12503188586717,3.90639140226959,0.000133791729038328,0.000525790816785238,0.433395715923259,NOT
TSPO,-0.272140351,10.493321999863,-3.90617868,0.000133899974551706,0.000525955858655397,0.432636639908204,NOT
KRT3,-0.709135424,6.20984450859383,-3.906072447,0.000133954062862559,0.000525955858655397,0.432257574869602,NOT
ATP5ME,-0.143394851,9.99292310536439,-3.906071606,0.000133954491247235,0.000525955858655397,0.432254573252711,NOT
DDB1,0.110335641331088,9.14921663078035,3.90606807691782,0.000133956288516956,0.000525955858655397,0.432241980201725,NOT
PPWD1,-0.193223428,5.59446775270565,-3.906052955,0.000133963989756591,0.000525955858655397,0.432188021332331,NOT
EFHD1,0.240870087009846,5.99383617203998,3.9059153197189,0.000134034102614407,0.000526128808784688,0.43169691794629,NOT
ADD2,0.125886150506286,5.04821880059159,3.90545860506746,0.000134267008073386,0.000526940583006514,0.430067393057904,NOT
PRPF4,-0.129362895,7.73857159732816,-3.902924876,0.000135566105236692,0.000531935574833498,0.421030127950358,NOT
SNX32,0.131056944143908,4.44703355513268,3.90285882247001,0.000135600131400284,0.000531965692325871,0.420794595707125,NOT
LOC554206,-0.102829047,3.70064491246002,-3.902486794,0.000135791926780618,0.000532551982142511,0.419468082231729,NOT
C1orf109,-0.221865848,6.18097495865058,-3.902466613,0.000135802338224175,0.000532551982142511,0.419396127595119,NOT
TRMT44,-0.079319088,4.85256283723454,-3.902373727,0.000135850268376704,0.000532636476595241,0.419064948628131,NOT
COLGALT2,-0.120344138,4.2761322311986,-3.902300196,0.000135888222393077,0.000532681831780862,0.418802784372844,NOT
HEXDC,0.108282526980147,5.80308590673264,3.90220296673439,0.000135938424114058,0.000532775171037585,0.418456133308933,NOT
ADGRE3,0.193506944708017,4.30378381563255,3.90119404029911,0.000136460398034246,0.000534691163835502,0.414859435245516,NOT
PRDM4,-0.146358616,7.72237112629444,-3.901155714,0.000136480263881729,0.000534691163835502,0.414722821950655,NOT
ZUP1,-0.286120097,6.48513753150863,-3.899620892,0.000137278076775543,0.000537712420245376,0.409252909570926,NOT
BSG,0.390578928160649,8.29296364263697,3.8995057247395,0.000137338119912877,0.000537843252143775,0.408842541467025,NOT
NUP50,-0.128570739,6.30253567367762,-3.899381044,0.000137403151050418,0.000537993563499967,0.408398286290692,NOT
ZNF83,-0.367675645,6.5376413629902,-3.899223745,0.000137485237582368,0.000538210582957696,0.407837820625615,NOT
TPBG,-0.189788639,6.71740216228711,-3.898822738,0.000137694713086134,0.000538926108527118,0.406409101200283,NOT
LRRC15,0.242437397129764,6.24240874143677,3.89811513776492,0.000138065084358188,0.0005402709678277,0.403888344659276,NOT
DDX60L,-0.219730202,5.75603695613622,-3.896524462,0.000138901132880257,0.000543437222981905,0.398223113604115,NOT
RPS24,-0.172970965,10.4497316415954,-3.89565144,0.000139362029399931,0.000545134789677545,0.395114647507462,NOT
PHACTR2,-0.234673478,7.29501365667175,-3.895116779,0.000139645010997887,0.000546135893457058,0.393211232752197,NOT
GDPD3,-0.287747827,7.4375173357096,-3.894079041,0.000140195816644249,0.000548183836221983,0.389517466332452,NOT
ANKRD17,-0.15528983,8.3140180758956,-3.893869126,0.000140307484851683,0.000548453974540043,0.388770387806241,NOT
PDE3B,0.102032714818892,4.38420231376653,3.89384704187475,0.000140319238086949,0.000548453974540043,0.388691791563546,NOT
TOPBP1,-0.247356163,7.90157050768709,-3.892903268,0.000140822381536084,0.000550314022154561,0.385333370220495,NOT
GALNT2,0.212550554647412,6.72692220730349,3.88995969307156,0.000142402688373164,0.000556381937851256,0.374863031062474,NOT
PBRM1,-0.111156354,6.45290985616304,-3.888718118,0.000143074286888852,0.000558897775486096,0.370448721773231,NOT
LPGAT1,-0.212306977,6.62936747029615,-3.888499774,0.000143192705217074,0.000559252144113422,0.369672540980751,NOT
BATF3,0.237679090122748,6.44291852700541,3.88830624729081,0.000143297741611962,0.000559554121404697,0.3689846135745,NOT
BAZ2A,0.122325493963593,6.39888479787961,3.88683531944634,0.00014409848206258,0.000562572066501519,0.363756855014255,NOT
OAS1,-0.386518671,7.54096106814864,-3.886752307,0.000144143798389682,0.000562640178246501,0.363461875350842,NOT
SNORA37,-0.128878947,3.77116169285696,-3.886619747,0.000144216191115599,0.00056281393122786,0.362990839682607,NOT
CEBPA,-0.333811916,7.8776636583376,-3.884891554,0.000145163144917001,0.000566399994121456,0.356851151183982,NOT
TMEM106B,-0.213083959,7.18456137000795,-3.884105032,0.00014559606800521,0.000567979405002739,0.354057661286268,NOT
RBM3,-0.190524558,7.93643755144132,-3.882984824,0.000146214778063134,0.000570282832213785,0.350079839684721,NOT
ASAP2,-0.252732135,7.64715860175646,-3.882808877,0.000146312183637616,0.000570552513671275,0.349455142408928,NOT
NUDT21,-0.166763065,7.49266951270467,-3.882511119,0.000146477163931583,0.000571085551458244,0.348398018508641,NOT
SCARF1,0.13356040807779,4.68773920757597,3.88227316806226,0.000146609134229821,0.000571489708791586,0.347553271289316,NOT
DSP,-0.216333831,12.0812706343241,-3.882039715,0.000146738719178806,0.000571884413664426,0.346724537384439,NOT
DEK,-0.263852115,10.0287748046053,-3.881969624,0.000146777646913271,0.000571925716248815,0.34647572697344,NOT
ISM1,-0.22915144,4.47767542362467,-3.881652003,0.000146954170875037,0.000572503049329456,0.345348289924282,NOT
TGM6,-0.23348967,5.8090706555331,-3.881281016,0.000147160609939276,0.000573196680195659,0.344031517147305,NOT
FANCE,-0.179494488,6.76204357503411,-3.880182517,0.000147773494931951,0.000575472861822187,0.34013315523149,NOT
MED17,-0.160104158,6.36485665289384,-3.879824197,0.000147973936160709,0.000576142299558803,0.338861745447081,NOT
RNMT,-0.099782706,6.28403433628358,-3.878977185,0.000148448774423191,0.000577879648680174,0.335856726041811,NOT
RWDD2B,-0.249745927,6.13193572650609,-3.877400602,0.000149336468355665,0.000581223177783722,0.330264811829218,NOT
RAP1B,0.157838343376964,10.8260907810251,3.87689687724017,0.000149621151447164,0.000582218929339889,0.32847857237044,NOT
VAT1L,0.2178644301524,5.02155982343357,3.87661812039769,0.000149778913826091,0.000582720507288711,0.327490167857641,NOT
PTMA,-0.103801934,11.0856340389126,-3.875391164,0.00015047518889548,0.000585316592181493,0.323140387082078,NOT
FUT8-AS1,0.192279202066143,4.73056062020517,3.87462799440791,0.000150909823028468,0.0005868941451163,0.320435394795231,NOT
ZFP30,-0.207890641,5.42710375362008,-3.874350255,0.00015106829422091,0.00058739728885434,0.319451083176582,NOT
VKORC1L1,-0.159995725,5.78623051113486,-3.873939221,0.000151303110516791,0.000588197033528398,0.317994479301047,NOT
BLOC1S3,0.157467138799996,6.07046817869727,3.87379496766541,0.000151385601953649,0.000588326731493092,0.317483311606947,NOT
ACBD5,-0.170493401,6.61592430523693,-3.873747762,0.000151412605869946,0.000588326731493092,0.317316039654575,NOT
FRMD6-AS1,-0.16074762,4.40351794306989,-3.873728021,0.000151423900180211,0.000588326731493092,0.317246087550195,NOT
ENTPD3,-0.182386792,5.80347807009307,-3.873630719,0.000151479579642123,0.000588429816012159,0.316901309656441,NOT
TUB,0.111063546434549,5.33256699926969,3.8733452380247,0.000151643054365581,0.000588793569324996,0.315889779624779,NOT
WIPI2,-0.102107583,6.88243921761398,-3.873301927,0.000151667870227482,0.000588793569324996,0.315736322886994,NOT
STK24,-0.109003762,7.06843388135149,-3.873273167,0.000151684350533452,0.000588793569324996,0.315634425666455,NOT
SLC6A16,0.178443614433975,4.73972853077092,3.87326351389687,0.000151689882804602,0.000588793569324996,0.315600222304509,NOT
EIF2B1,-0.121475798,8.87718500808771,-3.873203366,0.000151724356464921,0.000588814169226032,0.315387116597533,NOT
ACSL3,-0.253130977,8.05764877439243,-3.873016512,0.000151831499834382,0.000589116724708148,0.314725099881688,NOT
GPX1,0.296896779946508,10.0961387789094,3.87292931761184,0.000151881522288593,0.000589197573397794,0.314416182530804,NOT
CLK4,-0.224393469,5.87560629803311,-3.872856347,0.000151923396509684,0.000589246787461575,0.314157663951381,NOT
SP110,0.20159574385309,7.45742013301783,3.87109348487175,0.000152938357368856,0.000593069450357753,0.307913454396705,NOT
TAX1BP1,-0.217845942,8.57822224587504,-3.870918672,0.000153039355429559,0.000593347130288447,0.307294381358627,NOT
ETV6,0.148147181359956,6.5561196144954,3.86925535455816,0.000154003507411472,0.000596970585181027,0.301405182448971,NOT
ANKS6,-0.12289434,4.82797741834741,-3.869014867,0.000154143383889866,0.00059739808676687,0.300553878734707,NOT
NDUFS6,-0.152152222,9.88729100744055,-3.868900242,0.000154210096453625,0.000597541924607636,0.300148132605898,NOT
CXCL2,0.271768960634454,5.24473235766123,3.86873084519411,0.000154308736486135,0.000597809397847262,0.299548527191605,NOT
PIK3C2G,-0.349716073,3.89934324550865,-3.868192433,0.000154622653133559,0.000598910614247946,0.297642880081775,NOT
TRADD,0.0918084776042402,6.90010710406667,3.86804369246511,0.000154709482143327,0.000599131982641376,0.29711646784718,NOT
RUBCNL,0.289268246662689,5.81853401405053,3.86793314596695,0.000154774044756238,0.000599267053229563,0.296725241349357,NOT
PLPP2,-0.33484668,5.86493202732473,-3.867845275,0.000154825382244914,0.000599350875697091,0.296414271664441,NOT
C1orf94,0.223535944128391,5.50688256451974,3.86776270112239,0.000154873639999791,0.000599422746226186,0.296122051688553,NOT
ZNF44,-0.134431663,4.7851290929838,-3.867608266,0.000154963932830372,0.000599657250523204,0.295575538707299,NOT
EIF3C,-0.487110747,5.25992863395345,-3.867305239,0.000155141247806314,0.000600196120878754,0.294503241558778,NOT
