"variable","permutation","dropout_loss","label"
"CCR7",6,0.352216748768473,"GLM"
"HMGCR",6,0.480295566502463,"GLM"
"GHRL",6,0.322660098522168,"GLM"
"CXCR4",6,0.364532019704433,"GLM"
"ARRB2",6,0.268472906403941,"GLM"
"TGFB1",6,0.288998357963875,"GLM"
"C3",6,0.378489326765189,"GLM"
"APOE",6,0.304597701149425,"GLM"
"FOS",6,0.412151067323481,"GLM"
"ESR2",6,0.315270935960591,"GLM"
"CD36",6,0.256978653530378,"GLM"
"ESR1",6,0.332512315270936,"GLM"
"NOS1",6,0.264367816091954,"GLM"
"IGF1",6,0.268472906403941,"GLM"
"FURIN",6,0.311986863711002,"GLM"
"SOX9",6,0.307060755336617,"GLM"
"NOTCH2",6,0.293924466338259,"GLM"
"DNMT3A",6,0.247126436781609,"GLM"
"NRP1",6,0.258620689655172,"GLM"
"CSF2",6,0.300492610837438,"GLM"
"DNMT3B",6,0.258620689655172,"GLM"
"PTGS1",6,0.295566502463054,"GLM"
"CHUK",6,0.288998357963875,"GLM"
"CD40",6,0.376026272577997,"GLM"
"BRCA1",6,0.270114942528736,"GLM"
"CYP3A4",6,0.316912972085386,"GLM"
"CYP27A1",6,0.287356321839081,"GLM"
"Type",6,0.288998357963875,"GLM"
"_baseline_",6,0.431855500821018,"GLM"
"_full_model_",7,0.288998357963875,"GLM"
"IL1B",7,0.295566502463054,"GLM"
"BCHE",7,0.277504105090312,"GLM"
"PTGS2",7,0.279146141215107,"GLM"
"IL6",7,0.316912972085386,"GLM"
"INS",7,0.288177339901478,"GLM"
"XDH",7,0.302955665024631,"GLM"
"EPHX2",7,0.341543513957307,"GLM"
"SLC6A4",7,0.385878489326765,"GLM"
"GSR",7,0.276683087027915,"GLM"
"NQO1",7,0.285714285714286,"GLM"
"ADRB2",7,0.270114942528736,"GLM"
"AKT1",7,0.268472906403941,"GLM"
"AGT",7,0.332512315270936,"GLM"
"NR3C1",7,0.241379310344828,"GLM"
"CCR7",7,0.304597701149425,"GLM"
"HMGCR",7,0.536945812807882,"GLM"
"GHRL",7,0.295566502463054,"GLM"
"CXCR4",7,0.410509031198686,"GLM"
"ARRB2",7,0.288998357963875,"GLM"
"TGFB1",7,0.295566502463054,"GLM"
"C3",7,0.320197044334975,"GLM"
"APOE",7,0.280788177339901,"GLM"
