"variable","permutation","dropout_loss","label"
"_full_model_",0,0.17816091954023,"KNN"
"ARRB2",0,0.164532019704433,"KNN"
"IGF1",0,0.167651888341543,"KNN"
"NOS1",0,0.171592775041051,"KNN"
"BCHE",0,0.172906403940887,"KNN"
"CD40",0,0.173973727422003,"KNN"
"NQO1",0,0.174302134646962,"KNN"
"CSF2",0,0.175205254515599,"KNN"
"GHRL",0,0.175369458128079,"KNN"
"HMGCR",0,0.175369458128079,"KNN"
"AKT1",0,0.175533661740558,"KNN"
"FURIN",0,0.175779967159277,"KNN"
"SOX9",0,0.175944170771757,"KNN"
"TGFB1",0,0.176026272577997,"KNN"
"GSR",0,0.177093596059113,"KNN"
"APOE",0,0.177093596059113,"KNN"
"INS",0,0.177257799671593,"KNN"
"IL6",0,0.177586206896552,"KNN"
"ESR1",0,0.177668308702791,"KNN"
"Type",0,0.17816091954023,"KNN"
"DNMT3A",0,0.17824302134647,"KNN"
"NRP1",0,0.178489326765189,"KNN"
"CYP3A4",0,0.178489326765189,"KNN"
"ESR2",0,0.178571428571429,"KNN"
"PTGS2",0,0.178817733990148,"KNN"
"CCR7",0,0.178817733990148,"KNN"
"SLC6A4",0,0.178981937602627,"KNN"
"AGT",0,0.179967159277504,"KNN"
"PTGS1",0,0.180295566502463,"KNN"
"CYP27A1",0,0.180377668308703,"KNN"
"DNMT3B",0,0.181034482758621,"KNN"
"NOTCH2",0,0.18128078817734,"KNN"
"NR3C1",0,0.181937602627258,"KNN"
"BRCA1",0,0.182840722495895,"KNN"
"IL1B",0,0.183087027914614,"KNN"
"ADRB2",0,0.185385878489327,"KNN"
"CHUK",0,0.188505747126437,"KNN"
"XDH",0,0.189244663382594,"KNN"
"CD36",0,0.189983579638752,"KNN"
"FOS",0,0.194170771756979,"KNN"
"EPHX2",0,0.201724137931034,"KNN"
"C3",0,0.214532019704433,"KNN"
"CXCR4",0,0.23423645320197,"KNN"
"_baseline_",0,0.524794745484401,"KNN"
"_full_model_",1,0.17816091954023,"KNN"
"IL1B",1,0.167487684729064,"KNN"
"BCHE",1,0.160919540229885,"KNN"
"PTGS2",1,0.201149425287356,"KNN"
"IL6",1,0.151888341543514,"KNN"
"INS",1,0.186371100164204,"KNN"
"XDH",1,0.158456486042693,"KNN"
"EPHX2",1,0.211822660098522,"KNN"
"SLC6A4",1,0.184729064039409,"KNN"
"GSR",1,0.160919540229885,"KNN"
"NQO1",1,0.195402298850575,"KNN"
"ADRB2",1,0.183087027914614,"KNN"
"AKT1",1,0.158456486042693,"KNN"
"AGT",1,0.192118226600985,"KNN"
"NR3C1",1,0.184729064039409,"KNN"
"CCR7",1,0.165845648604269,"KNN"
"HMGCR",1,0.188834154351396,"KNN"
"GHRL",1,0.175697865353038,"KNN"
"CXCR4",1,0.210180623973727,"KNN"
"ARRB2",1,0.154351395730706,"KNN"
"TGFB1",1,0.166666666666667,"KNN"
"C3",1,0.249589490968801,"KNN"
"APOE",1,0.175697865353038,"KNN"
"FOS",1,0.192939244663383,"KNN"
"ESR2",1,0.17816091954023,"KNN"
"CD36",1,0.201149425287356,"KNN"
"ESR1",1,0.175697865353038,"KNN"
"NOS1",1,0.183087027914614,"KNN"
"IGF1",1,0.17487684729064,"KNN"
"FURIN",1,0.17487684729064,"KNN"
"SOX9",1,0.154351395730706,"KNN"
"NOTCH2",1,0.186371100164204,"KNN"
"DNMT3A",1,0.17816091954023,"KNN"
"NRP1",1,0.17816091954023,"KNN"
"CSF2",1,0.17816091954023,"KNN"
"DNMT3B",1,0.179802955665025,"KNN"
"PTGS1",1,0.174055829228243,"KNN"
"CHUK",1,0.189655172413793,"KNN"
