"variable","permutation","dropout_loss","label"
"_full_model_",0,0.22495894909688,"DT"
"IL1B",0,0.22495894909688,"DT"
"BCHE",0,0.22495894909688,"DT"
"PTGS2",0,0.22495894909688,"DT"
"IL6",0,0.22495894909688,"DT"
"INS",0,0.22495894909688,"DT"
"XDH",0,0.22495894909688,"DT"
"EPHX2",0,0.22495894909688,"DT"
"SLC6A4",0,0.22495894909688,"DT"
"GSR",0,0.22495894909688,"DT"
"NQO1",0,0.22495894909688,"DT"
"ADRB2",0,0.22495894909688,"DT"
"AKT1",0,0.22495894909688,"DT"
"AGT",0,0.22495894909688,"DT"
"NR3C1",0,0.22495894909688,"DT"
"CCR7",0,0.22495894909688,"DT"
"HMGCR",0,0.22495894909688,"DT"
"GHRL",0,0.22495894909688,"DT"
"ARRB2",0,0.22495894909688,"DT"
"TGFB1",0,0.22495894909688,"DT"
"C3",0,0.22495894909688,"DT"
"APOE",0,0.22495894909688,"DT"
"FOS",0,0.22495894909688,"DT"
"ESR2",0,0.22495894909688,"DT"
"CD36",0,0.22495894909688,"DT"
"ESR1",0,0.22495894909688,"DT"
"NOS1",0,0.22495894909688,"DT"
"IGF1",0,0.22495894909688,"DT"
"FURIN",0,0.22495894909688,"DT"
"SOX9",0,0.22495894909688,"DT"
"NOTCH2",0,0.22495894909688,"DT"
"DNMT3A",0,0.22495894909688,"DT"
"NRP1",0,0.22495894909688,"DT"
"CSF2",0,0.22495894909688,"DT"
"DNMT3B",0,0.22495894909688,"DT"
"PTGS1",0,0.22495894909688,"DT"
"CHUK",0,0.22495894909688,"DT"
"CD40",0,0.22495894909688,"DT"
"BRCA1",0,0.22495894909688,"DT"
"CYP3A4",0,0.22495894909688,"DT"
"CYP27A1",0,0.22495894909688,"DT"
"Type",0,0.22495894909688,"DT"
"CXCR4",0,0.475369458128079,"DT"
"_baseline_",0,0.516420361247947,"DT"
"_full_model_",1,0.22495894909688,"DT"
"IL1B",1,0.22495894909688,"DT"
"BCHE",1,0.22495894909688,"DT"
"PTGS2",1,0.22495894909688,"DT"
"IL6",1,0.22495894909688,"DT"
"INS",1,0.22495894909688,"DT"
"XDH",1,0.22495894909688,"DT"
"EPHX2",1,0.22495894909688,"DT"
"SLC6A4",1,0.22495894909688,"DT"
"GSR",1,0.22495894909688,"DT"
"NQO1",1,0.22495894909688,"DT"
"ADRB2",1,0.22495894909688,"DT"
"AKT1",1,0.22495894909688,"DT"
"AGT",1,0.22495894909688,"DT"
"NR3C1",1,0.22495894909688,"DT"
"CCR7",1,0.22495894909688,"DT"
"HMGCR",1,0.22495894909688,"DT"
"GHRL",1,0.22495894909688,"DT"
"CXCR4",1,0.553366174055829,"DT"
"ARRB2",1,0.22495894909688,"DT"
"TGFB1",1,0.22495894909688,"DT"
"C3",1,0.22495894909688,"DT"
"APOE",1,0.22495894909688,"DT"
"FOS",1,0.22495894909688,"DT"
"ESR2",1,0.22495894909688,"DT"
"CD36",1,0.22495894909688,"DT"
"ESR1",1,0.22495894909688,"DT"
"NOS1",1,0.22495894909688,"DT"
"IGF1",1,0.22495894909688,"DT"
"FURIN",1,0.22495894909688,"DT"
"SOX9",1,0.22495894909688,"DT"
"NOTCH2",1,0.22495894909688,"DT"
"DNMT3A",1,0.22495894909688,"DT"
"NRP1",1,0.22495894909688,"DT"
"CSF2",1,0.22495894909688,"DT"
"DNMT3B",1,0.22495894909688,"DT"
"PTGS1",1,0.22495894909688,"DT"
"CHUK",1,0.22495894909688,"DT"
"CD40",1,0.22495894909688,"DT"
"BRCA1",1,0.22495894909688,"DT"
"CYP3A4",1,0.22495894909688,"DT"
"CYP27A1",1,0.22495894909688,"DT"
"Type",1,0.22495894909688,"DT"
"_baseline_",1,0.471264367816092,"DT"
"_full_model_",2,0.22495894909688,"DT"
"IL1B",2,0.22495894909688,"DT"
"BCHE",2,0.22495894909688,"DT"
"PTGS2",2,0.22495894909688,"DT"
"IL6",2,0.22495894909688,"DT"
"INS",2,0.22495894909688,"DT"
"XDH",2,0.22495894909688,"DT"
"EPHX2",2,0.22495894909688,"DT"
"SLC6A4",2,0.22495894909688,"DT"
"GSR",2,0.22495894909688,"DT"
"NQO1",2,0.22495894909688,"DT"
"ADRB2",2,0.22495894909688,"DT"
"AKT1",2,0.22495894909688,"DT"
"AGT",2,0.22495894909688,"DT"
"NR3C1",2,0.22495894909688,"DT"
"CCR7",2,0.22495894909688,"DT"
"HMGCR",2,0.22495894909688,"DT"
"GHRL",2,0.22495894909688,"DT"
"CXCR4",2,0.430213464696223,"DT"
"ARRB2",2,0.22495894909688,"DT"
"TGFB1",2,0.22495894909688,"DT"
"C3",2,0.22495894909688,"DT"
"APOE",2,0.22495894909688,"DT"
"FOS",2,0.22495894909688,"DT"
"ESR2",2,0.22495894909688,"DT"
"CD36",2,0.22495894909688,"DT"
"ESR1",2,0.22495894909688,"DT"
"NOS1",2,0.22495894909688,"DT"
"IGF1",2,0.22495894909688,"DT"
"FURIN",2,0.22495894909688,"DT"
"SOX9",2,0.22495894909688,"DT"
"NOTCH2",2,0.22495894909688,"DT"
"DNMT3A",2,0.22495894909688,"DT"
"NRP1",2,0.22495894909688,"DT"
"CSF2",2,0.22495894909688,"DT"
"DNMT3B",2,0.22495894909688,"DT"
"PTGS1",2,0.22495894909688,"DT"
"CHUK",2,0.22495894909688,"DT"
"CD40",2,0.22495894909688,"DT"
"BRCA1",2,0.22495894909688,"DT"
"CYP3A4",2,0.22495894909688,"DT"
"CYP27A1",2,0.22495894909688,"DT"
"Type",2,0.22495894909688,"DT"
"_baseline_",2,0.471264367816092,"DT"
"_full_model_",3,0.22495894909688,"DT"
"IL1B",3,0.22495894909688,"DT"
"BCHE",3,0.22495894909688,"DT"
"PTGS2",3,0.22495894909688,"DT"
"IL6",3,0.22495894909688,"DT"
"INS",3,0.22495894909688,"DT"
"XDH",3,0.22495894909688,"DT"
"EPHX2",3,0.22495894909688,"DT"
"SLC6A4",3,0.22495894909688,"DT"
"GSR",3,0.22495894909688,"DT"
"NQO1",3,0.22495894909688,"DT"
"ADRB2",3,0.22495894909688,"DT"
"AKT1",3,0.22495894909688,"DT"
"AGT",3,0.22495894909688,"DT"
"NR3C1",3,0.22495894909688,"DT"
"CCR7",3,0.22495894909688,"DT"
"HMGCR",3,0.22495894909688,"DT"
"GHRL",3,0.22495894909688,"DT"
"CXCR4",3,0.635467980295567,"DT"
"ARRB2",3,0.22495894909688,"DT"
"TGFB1",3,0.22495894909688,"DT"
"C3",3,0.22495894909688,"DT"
"APOE",3,0.22495894909688,"DT"
"FOS",3,0.22495894909688,"DT"
"ESR2",3,0.22495894909688,"DT"
"CD36",3,0.22495894909688,"DT"
"ESR1",3,0.22495894909688,"DT"
"NOS1",3,0.22495894909688,"DT"
"IGF1",3,0.22495894909688,"DT"
"FURIN",3,0.22495894909688,"DT"
"SOX9",3,0.22495894909688,"DT"
"NOTCH2",3,0.22495894909688,"DT"
"DNMT3A",3,0.22495894909688,"DT"
"NRP1",3,0.22495894909688,"DT"
"CSF2",3,0.22495894909688,"DT"
"DNMT3B",3,0.22495894909688,"DT"
"PTGS1",3,0.22495894909688,"DT"
"CHUK",3,0.22495894909688,"DT"
"CD40",3,0.22495894909688,"DT"
"BRCA1",3,0.22495894909688,"DT"
