"target","sample","view","value"
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",4.9871218266162e-13
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.268568198039055
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",1.99595343794989e-05
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.0033404894566359
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.308907221403409
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.270091740206183
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.518927862309213
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",0.00019511278143835
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.0221431940878618
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",1.64731224550074e-06
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.0202990853088887
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.598974873621639
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.06156394406626
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.552883861994019
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",0
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.562148017747661
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",1.15965894664782e-08
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.00392920880867546
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.769960561355898
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.147634158077908
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.161257122876404
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",0
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.224528557909616
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.183247637387588
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.046706693748072
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.761255150720175
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",-0.04123914238608
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.352349764196886
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",0
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.456076091383987
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",5.89808202278164e-11
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.00112822807822564
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.596289764219097
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.403966099820561
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.0437667362988281
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",2.29175145527449e-09
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.00073835279676637
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.701586420349505
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.00460332345942827
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.312265475320053
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.0751669266936012
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.714955652766682
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",3.51721548783601e-05
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.517761373500499
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",4.31052971094914e-11
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",0.00046638209198999
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.216581204137023
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.322781850704448
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.297357321597555
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",0.0328449602453447
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.00716509846541502
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.0108602909085214
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.00026440669285143
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.191814605294314
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.475726607776347
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.353363692583498
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",0.0523500809118422
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",4.76791159902401e-05
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.00113614133099205
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",0.00130737896373735
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.55013522401589
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.144713848720711
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.077947334531212
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",5.29707631891085e-06
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.279053360247492
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.524336846632067
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.00059812770062961
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.683203244758337
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.203714223570877
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.0849008164262926
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",1.90076843153975e-10
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.144783473379622
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.530007438417814
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-6.29058521365612e-06
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.731795391953758
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",-0.00483155686807844
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.232907740962501
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",1.2328740250922e-09
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.97008463566885
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.0557082465755432
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.0141164969644695
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.405165605555484
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.495956624639563
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.382167515238923
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",3.63420404880799e-12
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",5.43655799267739e-07
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",3.04808041606819e-06
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intercept",-0.00463969632469584
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra",0.583918490957416
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","juxta.50",0.143274980321743
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","para.100",0.360987024026644
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intercept",NA
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.intra",2.66897615119888e-13
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.juxta.50",0.204036814577311
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.para.100",0.00137621674381228
