"gene","n_spots","positive_percent","mean_log_normalized"
"PI16",501,1.59680638722555,0.00973710866806329
"AGT",501,0.399201596806387,0.0054132608745093
"C3",501,16.1676646706587,0.192215243684508
"POSTN",501,38.12375249501,0.560129801184277
"COL1A1",501,95.4091816367265,3.22420851949966
"FN1",501,41.9161676646707,0.616194059634672
"TGFB1",501,39.7205588822355,0.409336957202905
"CD44",501,82.6347305389222,1.76175697385262
