"target","sample","measure","value"
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0293338296709591
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",23.6763243238308
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0278276868901252
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",31.2646716948025
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.310104942408317
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.114660745814187
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",5.13449078326449
"Activated_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",7.5883473709717
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0137576574678413
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",23.4685600250718
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.013831388334258
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",22.6492728296905
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.515222166344029
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.555224757037131
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",-0.535926022210152
"Adventitial_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",-0.8192871953813
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.030628592840729
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",45.3708332170945
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0301225459178373
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",47.4223704613002
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.422235381683653
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.229880554093166
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",1.65220428350457
"B.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",2.0515372442057
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0383263021462895
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",48.0433486269002
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0345488400816284
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",57.5822829872596
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.0409495377507599
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.0220071245105223
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",9.85605668463063
"Cycling.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",9.53893436035941
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0706730563712075
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",72.1036935072805
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0598145448623701
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",79.5854941991048
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.0137448742685268
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.00248148664517885
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",15.3644289158848
"ECM_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",7.4818006918243
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0426983266847777
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",45.2826342078044
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0428478633244618
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",45.419501020074
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.515068975052357
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.49125229347691
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",-0.350216627429119
"Endothelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",0.136866812269602
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0722976307282381
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",95.7300714806847
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0644428759066027
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",96.6039775870052
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.0619967713466468
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.0795480571800943
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",10.8644705815615
"Epithelial.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",0.873906106320504
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0196357331476645
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",27.1921809525502
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0196719360495234
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",26.2727404348793
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.507744317417708
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.555134678904692
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",-0.18437254971152
"Inflammatory_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",-0.9194405176709
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0368684064864842
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",59.7761186296801
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0337125379966797
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",66.6756683897831
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.288693396195345
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.127337919000702
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",8.55981798660441
"Macrophages","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",6.899549760103
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0073154057069765
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",4.34886875859157
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.00718117785685562
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",7.20207859709771
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.455790431749413
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.19205037186027
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",1.83486542643658
"Mast.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",2.85320983850614
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.00512023577080826
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",11.3992658488125
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.00469375435537804
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",25.6137412958431
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.169055103899006
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.0102259908871381
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",8.3293315878479
"Neutrophils","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",14.2144754470306
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0117146888034354
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",6.9734581955562
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0117571078982677
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",6.70285749142888
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.518873824591109
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.542295134883427
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",-0.36210176423859
"pDCs","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",-0.27060070412732
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0233778072059265
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",24.4159611963936
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0235316256250476
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",23.9412649701598
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.516834823580993
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.539633698328647
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",-0.657967694601006
"Pericytes","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",-0.474696226233799
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0146781073725554
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",13.9798757983133
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0147165547469886
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",13.268875388382
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.51334135195323
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.571597535203355
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",-0.261936865955116
"PI16_Fib","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",-0.7110004099313
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.054565362897901
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",57.4762545193507
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0420857295502702
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",74.381601879063
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.0364595614450029
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.0263465876475782
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",22.870980205853
"Plasma.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",16.9053473597123
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.RMSE",0.0358796377119479
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","intra.R2",62.4647435587336
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.RMSE",0.0346799129073701
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","multi.R2",65.2621409294607
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.RMSE",0.33811793102574
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","p.R2",0.165529397841405
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.RMSE",3.34374837953922
"T.cells","G:/1a空转rperio/GSM6258258/MISTy_PD_RCTD_refinedFib_ECM_full","gain.R2",2.7973973707271
