"","0","1","10","11","12","13","14","15","16","2","3","4","5","6","7","8","9"
"0",0.997144488863507,8.15860324712409e-05,4.07930162356205e-05,0,0.000611895243534307,0,0,0,0,0,8.15860324712409e-05,0.00101982540589051,0.000815860324712409,0,0.000203965081178102,0,0
"1",0.0001000100010001,0.965546554655466,0,0.0018001800180018,0,0,5.000500050005e-05,0,0,0,0,0.00155015501550155,0,0,0,0.0309030903090309,5.000500050005e-05
"10",0.00834492350486787,0,0.940658321743162,0,0.000927213722763097,0,0,0,0.0227167362076959,0,0.00324524802967084,0,0.0227167362076959,0,0.00139082058414465,0,0
"11",0,0.00520833333333333,0,0.980324074074074,0.00115740740740741,0,0.00173611111111111,0,0,0.00578703703703704,0,0.00231481481481481,0,0,0,0.00347222222222222,0
"12",0.00480769230769231,0.0776098901098901,0,0.00274725274725275,0.893543956043956,0,0,0,0,0,0,0,0,0,0.0212912087912088,0,0
"14",0,0,0,0,0,0.974137931034483,0,0,0,0,0,0,0.0061576354679803,0,0.0197044334975369,0,0
"15",0,0.00627615062761506,0,0.0334728033472803,0,0,0.95397489539749,0,0,0,0,0,0,0,0,0.00627615062761506,0
"16",0,0,0,0,0,0,0,0.992805755395683,0,0.00719424460431655,0,0,0,0,0,0,0
"17",0,0.397058823529412,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0.595588235294118,0
"2",0.00166846071044133,0,5.38213132400431e-05,0.000215285252960172,5.38213132400431e-05,0,0,0.000107642626480086,0,0.996340150699677,0,5.38213132400431e-05,0.000215285252960172,0.000161463939720129,5.38213132400431e-05,0.000914962325080732,0.000161463939720129
"3",0.00129561649751674,0,7.19786943064853e-05,0,7.19786943064853e-05,0,0,0,0,0,0.99733678831066,0,0,0,0.000215936082919456,0.00100770172029079,0
"4",0,0.000739736160769326,0.158550117124892,0,0.0279866847491062,0.00184934040192331,0,0,0,0.000863025520897547,0.000123289360128221,0,0.808161755640488,0.000246578720256442,0.000863025520897547,0.000616446800641105,0
"5",0.0005862523816503,0.000879378572475451,0,0,0.000439689286237725,0,0,0,0,0.00205188333577605,0,0.993404660706434,0.00190532024036348,0.000146563095412575,0.000146563095412575,0,0.000439689286237725
"6",0.000173490631505899,0,0,0,0.000346981263011797,0,0.00104094378903539,0,0,0.00329632199861208,0,0,0,0.99236641221374,0,0.00277585010409438,0
"7",0.00102564102564103,0,0,0,0.000205128205128205,0.00287179487179487,0,0,0,0,0.00082051282051282,0.00102564102564103,0.00041025641025641,0,0.993641025641026,0,0
"8",0,0.297739504843918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702260495156082,0
"9",0.000253742704897234,0.000253742704897234,0,0,0,0,0,0,0,0.000253742704897234,0,0,0.000507485409794468,0.000507485409794468,0,0,0.998223801065719
