"reduction","expected_cross","cross_dataset_30nn","cross_to_expected_ratio","iLISI","dataset_silhouette"
"Harmony_existing",0.637238364548117,0.503272445326218,0.792027767652306,2.164937934124,-0.0270999481599837
"Harmony_explicit",0.637238364548117,0.509379489635356,0.797464988331621,2.21171280421777,-0.0339231240156909
"PCA_before",0.637238364548117,0.26789582905749,0.424301537556954,1.53235357779057,0.0461955365490054
