"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_gap"
6.39760393383782e-34,0.536221024857726,0.84,0.512,3.4861823356269e-29,"0","PHLDA1",0.328
8.39834456418262e-34,0.806353619745722,0.435,0.167,4.5764259199144e-29,"0","PURA",0.268
8.6889455432513e-34,0.844396645077908,0.379,0.135,4.7347802054285e-29,"0","CLIP1",0.244
8.79717380053157e-34,0.831633406905237,0.409,0.153,4.79375594738566e-29,"0","INTS6",0.256
8.92104804377564e-34,0.982322041237312,0.377,0.129,4.86125750001422e-29,"0","HEPH",0.248
9.06405291390171e-34,0.995282153036947,0.516,0.254,4.93918371384332e-29,"0","INHBA",0.262
9.19144204829365e-34,0.773517355689176,0.428,0.167,5.00860060095617e-29,"0","TNIP1",0.261
9.67244837641628e-34,0.883338825282693,0.435,0.169,5.27071056927676e-29,"0","PDPN",0.266
1.42463901591871e-33,0.875670798343966,0.522,0.22,7.76314292554421e-29,"0","KLF10",0.302
1.58916830409923e-33,0.764952597067006,0.638,0.291,8.65969592269755e-29,"0","FAM133B",0.347
1.63205355828775e-33,0.603516912069488,0.469,0.201,8.89338624982159e-29,"0","DHX36",0.268
1.75206399329345e-33,0.83918132938085,0.59,0.258,9.54734711225466e-29,"0","SERTAD1",0.332
1.91720027654494e-33,1.03457821624475,0.468,0.193,1.04472077469487e-28,"0","KCNQ1OT1",0.275
2.33072053696664e-33,0.633882035277582,0.998,0.996,1.27005623500386e-28,"0","MT-ND3",0.002
