"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_gap"
1.32389970555267e-39,7.94213714367217,0.156,0,7.21419427549761e-35,"3","PTENP1",0.156
2.53247050004262e-78,7.89709593328762,0.308,0.001,1.37999382488322e-73,"3","AC026403.1",0.307
4.15536133432006e-81,7.68925231525233,0.326,0.002,2.26433949829769e-76,"3","GAPDHP1",0.324
2.9575603132019e-44,7.6889027665455,0.173,0.001,1.61163376586998e-39,"3","AP002784.2",0.172
4.23504141706112e-157,7.67031374248664,0.56,0.004,2.30775876898495e-152,"3","FTH1P20",0.556
5.78758637365078e-141,7.43840126723178,0.51,0.003,3.15377156672978e-136,"3","RPS3AP6",0.507
1.51869805643088e-68,7.32031799299485,0.275,0.002,8.27568944910315e-64,"3","FTH1P11",0.273
1.99481036470315e-113,7.28010548179428,0.426,0.002,1.08701206393404e-108,"3","RPS23P8",0.424
2.95207050109046e-88,7.24385622848709,0.342,0.002,1.60864225745422e-83,"3","AL161909.1",0.34
2.77236043717543e-44,7.18198036204894,0.18,0.001,1.51071464942563e-39,"3","RPL35P5",0.179
1.75987697153335e-75,7.15192523273725,0.296,0.002,9.58992159327951e-71,"3","FTH1P8",0.294
4.85088689997211e-64,7.14617247735151,0.254,0.001,2.6433452895328e-59,"3","TTC3P1",0.253
5.63547805124609e-198,7.10691757825398,0.662,0.005,3.07088469968502e-193,"3","RPL3P4",0.657
1.91536266595348e-36,7.10501307606419,0.167,0.005,1.04371942393137e-31,"3","MMP13",0.162
8.84517829416466e-183,7.07877074825825,0.618,0.005,4.81991455605621e-178,"3","AL590867.2",0.613
2.03540388476986e-76,6.94500151395886,0.303,0.002,1.10913228488879e-71,"3","RPS3AP26",0.301
8.81067424381203e-172,6.91979057988678,0.591,0.005,4.80111260893805e-167,"3","AC116533.1",0.586
2.61873122777574e-61,6.90176650731023,0.249,0.001,1.42699902063956e-56,"3","RPL7P9",0.248
1.00088461961029e-188,6.89198454140169,0.631,0.005,5.45402046918039e-184,"3","PTMAP2",0.626
1.03108543699431e-57,6.89186595576961,0.238,0.002,5.61859076326942e-53,"3","RPL24P8",0.236
5.70501473658089e-37,6.88351236607601,0.16,0.001,3.10877663025766e-32,"3","SPCS2P4",0.159
3.71371019910758e-53,6.83761838673034,0.217,0.001,2.0236749616977e-48,"3","RPL37P2",0.216
2.94857262004505e-59,6.81668921262108,0.241,0.002,1.60673619211495e-54,"3","RPS15AP24",0.239
3.88127827522615e-63,6.8152660759073,0.253,0.002,2.11498615773623e-58,"3","RPL5P34",0.251
3.11134983346429e-48,6.80767565903331,0.197,0.001,1.69543675125136e-43,"3","YBX1P1",0.196
1.98828163092515e-220,12.6625373499508,0.701,0,1.08345442632373e-215,"4","ATP5F1C",0.701
6.67886327068586e-123,12.6007840932184,0.445,0,3.63944617346214e-118,"4","GUCY1B1",0.445
3.86548170203016e-160,11.8991028113024,0.55,0,2.10637828907028e-155,"4","POLR2J3.1",0.55
1.52871353861007e-44,11.5620145320042,0.18,0,8.33026581459398e-40,"4","COP1",0.18
3.58109078453632e-127,11.238483444025,0.457,0,1.95140799030953e-122,"4","SMIM37",0.457
1.53128005239376e-41,11.216981711063,0.168,0,8.34425126150405e-37,"4","OTULINL",0.168
7.46655129357915e-48,11.1966098845514,0.192,0,4.06867313089715e-43,"4","CSKMT",0.192
5.33497663698357e-41,10.9640870420473,0.166,0,2.90713546902509e-36,"4","AC004951.1",0.166
