"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00195307517102653,0.441963471067587,0.103,0.068,1,"3","TOM1L2"
0.00197430384621389,0.373538163184199,0.194,0.136,1,"3","SLC11A2"
0.00198965185990058,0.513345239503685,0.101,0.063,1,"3","AAGAB"
0.00200673170489033,0.660463826555292,0.144,0.095,1,"3","USF3"
0.0020073690029242,0.298583745315356,0.184,0.131,1,"3","PPIP5K2"
0.00201024708371141,0.492446827494631,0.369,0.299,1,"3","FAM198B"
0.00201326704443379,0.430959592079053,0.232,0.152,1,"3","RNF167"
0.00204585680136832,0.60640617022093,0.133,0.086,1,"3","ZBTB43"
0.00204911749209852,0.757635847365041,0.157,0.102,1,"3","EPC2"
0.00204948717529319,0.282018411977997,0.295,0.223,1,"3","CRK"
0.0020866987150618,0.375640549927719,0.253,0.182,1,"3","UFL1"
0.00211483153883505,0.611665945909405,0.111,0.081,1,"3","METTL16"
0.00212719249114294,0.358636151467947,0.367,0.272,1,"3","PRPF4B"
0.00214571741859395,0.335852067440041,0.102,0.077,1,"3","HINT3"
0.00219564332369514,0.829153025125117,0.147,0.092,1,"3","DDI2"
0.00220876979838231,0.513773781155579,0.109,0.072,1,"3","CROT"
0.00222129485526564,0.861933315676582,0.155,0.094,1,"3","ZNF33A"
0.00226073549143782,0.365157307947284,0.14,0.095,1,"3","EFNA5"
0.0023052869026427,0.557006352067273,0.124,0.077,1,"3","NCOA2"
0.00233283866915916,0.626945967175124,0.163,0.099,1,"3","XPNPEP1"
0.00236543712383315,0.501240496607469,0.136,0.082,1,"3","RNF103"
0.00237279721213795,0.926266247885937,0.11,0.058,1,"3","MTF1"
0.00238977238554276,0.286077098243382,0.119,0.082,1,"3","ALG8"
0.00241788072401515,0.60050920118454,0.268,0.177,1,"3","DLC1"
0.00242052221428785,0.367765143927924,0.108,0.073,1,"3","CCP110"
0.0024481781951783,0.508938606088216,0.129,0.081,1,"3","MBD1"
0.0024976312488674,0.50463526291631,0.199,0.136,1,"3","CALCOCO1"
0.00251059032181398,0.659325494661156,0.124,0.075,1,"3","LEMD3"
0.00251119918227512,0.297271035362759,0.328,0.252,1,"3","ATXN1"
0.00251321487277106,0.412499731036672,0.467,0.395,1,"3","AKAP9"
0.00252699883946334,0.737110257933619,0.138,0.075,1,"3","OTUD1"
0.00252821904439958,0.332907197262635,0.527,0.426,1,"3","SCAF11"
0.00253267698742203,0.348114590935534,0.155,0.114,1,"3","DCP2"
0.00254157722783171,0.481499066152077,0.102,0.061,1,"3","DLAT"
0.00255565137902933,0.67331253306812,0.138,0.083,1,"3","NDRG3"
0.00258059512074935,0.308916703913565,0.129,0.089,1,"3","TMEM168"
0.00258248583852497,0.419267561471992,0.121,0.068,1,"3","CRELD1"
0.00258338048732664,0.260110146641213,0.232,0.175,1,"3","SS18"
0.00258474139215438,0.327731406519483,0.197,0.142,1,"3","ETNK1"
0.00263436562324,0.675476874005506,0.109,0.065,1,"3","IL17RA"
0.00265494489411513,0.377793442930971,0.353,0.253,1,"3","TMX4"
0.00267509224637732,0.417602873012229,0.276,0.211,1,"3","VPS13C"
0.00275975086449647,0.620565151239197,0.215,0.128,1,"3","HPCAL1"
0.00280338428012127,0.392501836139133,0.158,0.104,1,"3","PLPPR2"
0.00282125966052152,0.694971429237451,0.195,0.126,1,"3","TTC28"
0.00285696407517378,0.454195054465386,0.107,0.074,1,"3","PPP1R9B"
0.00288078280979494,0.426702283305274,0.286,0.206,1,"3","SASH1"
0.0028926501037281,0.879386637521252,0.103,0.067,1,"3","ARHGEF10L"
0.00289476876605863,0.370323734251976,0.173,0.118,1,"3","CNOT6L"
0.0028977913819585,0.307137641307429,0.121,0.089,1,"3","PRICKLE1"
0.00293044312907634,0.295083860369448,0.303,0.242,1,"3","C9orf78"
0.00293082124938296,0.562840380776608,0.113,0.08,1,"3","GRIA3"
0.00299912359451408,0.581889776980646,0.135,0.073,1,"3","RFWD2"
0.00308497856243219,0.480121176711205,0.15,0.096,1,"3","VTA1"
0.00309188852458495,0.804881906968129,0.109,0.065,1,"3","DAB2IP"
0.00310056300379741,0.278164471078497,0.149,0.107,1,"3","SOCS5"
0.00310376085147764,0.658843706053031,0.166,0.123,1,"3","DDX3Y"
0.00315628746098659,1.14257937687617,0.104,0.057,1,"3","FXR2"
0.00315941763654003,0.791437235983123,0.133,0.079,1,"3","C6orf106"
0.00317246105509462,0.485305328552926,0.118,0.082,1,"3","LYRM7"
0.00317494708335487,0.654780922516324,0.14,0.087,1,"3","VPS13B"
0.00318606784324598,0.778030252074366,0.106,0.067,1,"3","ELK1"
0.00319024303923924,0.358776471846998,0.363,0.272,1,"3","PDE4DIP"
0.00323944257738197,0.556350743732007,0.14,0.101,1,"3","USP46"
0.00329583565409354,0.640429167007371,0.155,0.101,1,"3","OPA1"
0.00330558028769116,0.413496192277733,0.151,0.1,1,"3","STAMBP"
0.00347077063020041,0.644839726541304,0.258,0.197,1,"3","CLSTN3"
0.00352663853088341,0.273030998659594,0.195,0.125,1,"3","CDKN1B"
0.00358997755640202,0.49904418703235,0.123,0.084,1,"3","ATP11A"
0.00360696824103685,0.721105141696237,0.168,0.116,1,"3","NOL8"
0.00365035774649167,0.647777078301904,0.127,0.073,1,"3","GPR153"
0.00366027598973508,0.591369007596608,0.156,0.095,1,"3","NET1"
0.00370218628712426,0.295711367914552,0.184,0.134,1,"3","NUDT9"
0.0039428316456086,0.777576860616808,0.177,0.116,1,"3","GPAT4"
0.00402972234864869,0.384034016772843,0.105,0.078,1,"3","ESYT1"
0.00406663758405368,0.455465939389962,0.153,0.105,1,"3","NHLRC2"
0.00410558470514462,0.401427608053595,0.246,0.188,1,"3","UBE2G2"
0.00421940565542902,0.793690279842614,0.168,0.108,1,"3","DDX23"
0.00439764060063456,0.478473734963465,0.193,0.133,1,"3","ZDHHC3"
0.00448419457751288,0.838524315009467,0.124,0.079,1,"3","CYP4V2"
0.00452230891437342,0.719057182553004,0.176,0.124,1,"3","CEP290"
0.00452563800198846,0.671640291660708,0.102,0.061,1,"3","SPECC1L"
0.00454203169122198,0.713128627663296,0.194,0.114,1,"3","MEF2D"
0.0045571536640737,0.390415141911605,0.172,0.128,1,"3","DFFA"
0.00469739174224155,0.467028250596838,0.233,0.176,1,"3","BTBD7"
0.00470536390764819,0.603006223166348,0.146,0.101,1,"3","DTX3L"
0.00473473622658956,0.34226345156636,0.118,0.076,1,"3","HECA"
0.00487541157694236,0.344946059819295,0.107,0.071,1,"3","DSCR3"
0.00492734371523977,0.300873373104817,0.259,0.196,1,"3","UBTF"
0.00496030747223004,0.431954775050174,0.214,0.157,1,"3","AKT3"
0.00499724355861211,0.536344260210591,0.123,0.08,1,"3","WDR48"
0.00503263870513664,0.362495392517976,0.119,0.071,1,"3","DNAJC16"
0.00513041322038992,0.489182189720046,0.16,0.102,1,"3","CRNDE"
0.00514445051694138,0.329575071796666,0.318,0.26,1,"3","METTL7A"
0.00517779857590556,0.502555145773037,0.129,0.084,1,"3","B4GAT1"
0.00522647475222837,0.70190959541613,0.12,0.092,1,"3","CCDC170"
0.00528994673538563,0.434009079362365,0.113,0.086,1,"3","SHROOM1"
0.00530248165358527,0.548000520494601,0.175,0.129,1,"3","SMARCA4"
0.00530314822026039,0.260750112954713,0.133,0.11,1,"3","SLMAP"
0.00533090291527831,0.449778076645507,0.16,0.106,1,"3","ZDHHC17"
0.00534693506165396,0.631787989798099,0.168,0.106,1,"3","ADIPOR2"
0.00536575267863658,0.407424346914445,0.133,0.101,1,"3","PRPF19"
0.00537873959909094,0.275524762897947,0.14,0.101,1,"3","MXI1"
0.0054077820889495,0.528434543701533,0.191,0.137,1,"3","CTCF"
0.00541890067491,0.358526195628633,0.153,0.107,1,"3","ZDHHC6"
0.00547514484549781,0.327053218628094,0.184,0.133,1,"3","PHF1"
0.00547937317424069,0.267536906537526,0.224,0.177,1,"3","TBC1D2B"
0.0054839997125298,0.352632297504291,0.399,0.313,1,"3","ATP1B3"
0.00557185668340063,0.636526923273502,0.106,0.075,1,"3","FER"
0.00561041207090519,0.327074926941767,0.1,0.071,1,"3","PTPRU"
0.00561828620795013,0.641713719456534,0.106,0.073,1,"3","FBXW8"
0.00563452335153201,0.314052541702808,0.14,0.117,1,"3","ICE1"
0.00566492264698724,0.603271960162618,0.148,0.089,1,"3","ATP11B"
0.00569980357676146,0.638100207426726,0.157,0.101,1,"3","NAA15"
0.00578022329958354,0.562920112283847,0.115,0.074,1,"3","LARP1B"
0.00586616653769559,0.78969283047615,0.126,0.071,1,"3","DNMT3A"
0.00589594164050355,0.851554473683208,0.214,0.158,1,"3","CA12"
0.00593144522286194,0.589023406527626,0.159,0.106,1,"3","POLD3"
0.00601265618787666,0.48605813541037,0.11,0.077,1,"3","TMEM41A"
0.00601804963089746,0.351637543954367,0.154,0.111,1,"3","GTF2F2"
0.00623460308319856,0.418726646491506,0.337,0.261,1,"3","FHL2"
0.00629193341433528,0.365841278502751,0.202,0.14,1,"3","CIZ1"
0.00658302853322589,0.53160199634685,0.258,0.198,1,"3","PTGES"
0.00658884385905402,0.368703224879167,0.233,0.173,1,"3","FBXO9"
0.00666221761032503,0.54563492090528,0.114,0.068,1,"3","CLASP1"
0.00666287925206608,0.727176198330111,0.107,0.068,1,"3","RBSN"
0.00669591179776295,0.78444513856386,0.191,0.109,1,"3","RPS6KB1"
0.0067773165682735,0.567265780751296,0.324,0.215,1,"3","PSMF1"
0.00686000880904081,0.423650506913212,0.214,0.148,1,"3","TMTC3"
0.00687460761626199,0.297481805848233,0.103,0.078,1,"3","ZNF430"
0.00711881764529713,0.84159023054503,0.123,0.071,1,"3","SF3A2"
0.00717570788650207,0.72837169707809,0.244,0.22,1,"3","BMP2"
0.00718871877781422,0.461815255465339,0.182,0.141,1,"3","UBN1"
0.0072836722255276,0.383450566339826,0.194,0.138,1,"3","CEP57"
0.00736506756974682,0.400986907004217,0.131,0.098,1,"3","C12orf65"
0.00758035745569714,0.445388953130299,0.171,0.108,1,"3","RB1"
0.00759454650668565,0.397176841985323,0.294,0.216,1,"3","SMC3"
0.00761495311846145,0.390315762900178,0.128,0.099,1,"3","MSL3"
0.00765559419867246,0.360896736836849,0.12,0.083,1,"3","TFE3"
0.00767872677224834,0.257173940581452,0.401,0.318,1,"3","CALCOCO2"
0.0077953572559824,0.73884840632354,0.137,0.093,1,"3","BRD1"
0.00795585660001812,1.02192866454474,0.117,0.062,1,"3","GSE1"
0.00795683287959227,0.738599547521232,0.123,0.077,1,"3","CEP162"
0.00812052279046166,0.406945740138572,0.29,0.211,1,"3","PLAU"
0.00813158077871166,0.374907321029493,0.234,0.183,1,"3","C1RL"
0.00813396143736982,0.356918249368328,0.163,0.11,1,"3","NAGA"
0.0081556473536406,0.579740893631096,0.104,0.08,1,"3","FBXO32"
0.00823350868553815,0.837676439018948,0.145,0.091,1,"3","GBF1"
0.00847115073659682,0.36946158770401,0.327,0.26,1,"3","PHF14"
0.00855632004672268,0.349050969871125,0.161,0.131,1,"3","FAM111A"
0.00856896341493582,0.373132880612176,0.321,0.246,1,"3","ZNF638"
0.00860636229230897,0.433756675662307,0.16,0.112,1,"3","PRKCI"
0.00868289588171202,0.373053431847849,0.165,0.114,1,"3","PPTC7"
0.00898114967565471,0.417379143934046,0.287,0.204,1,"3","ATM"
0.00905919697745939,0.601420453320012,0.12,0.081,1,"3","MCTP2"
0.0091346043057413,0.410184314107419,0.222,0.154,1,"3","ICMT"
0.00935021611087286,0.63508538375295,0.128,0.083,1,"3","SLC41A3"
0.00945632919102376,0.482735299009381,0.104,0.071,1,"3","TOPBP1"
0.00965306461515687,0.405784074635297,0.113,0.072,1,"3","CLASP2"
0.00966915232148344,0.33956487455965,0.214,0.159,1,"3","CDK5RAP2"
0.00967139657209868,0.257115696187885,0.268,0.19,1,"3","TMCO3"
0.00976978034203041,0.431874573748888,0.116,0.077,1,"3","PAPD5"
0.00983969832024821,0.362404186970512,0.163,0.12,1,"3","TRPM7"
0.00999826027898786,0.264248751355671,0.186,0.142,1,"3","RFNG"
0,9.54741233098515,0.967,0.001,0,"4","ATP5F1E"
0,7.36901656395163,0.969,0.02,0,"4","SELENOM"
0,5.13209747582147,0.969,0.054,0,"4","RACK1"
1.16173465738539e-313,10.0177355888109,0.899,0.001,6.33052449502448e-309,"4","ATP5MG"
1.21506584088566e-312,6.03177477658498,0.921,0.023,6.62113678015415e-308,"4","ELOB"
4.30817513147866e-299,10.3342161517201,0.87,0.001,2.34761079264535e-294,"4","ATP5PF"
5.46585021908321e-287,9.09416717607926,0.846,0.001,2.97845110138282e-282,"4","ATP5ME"
6.51917035071543e-285,10.1876095239229,0.842,0.001,3.55242630751185e-280,"4","ATP5MC2"
2.85738609027351e-280,10.4973815915139,0.832,0.001,1.55704682831184e-275,"4","ATP5MC3"
1.25733685507711e-272,10.2317487034145,0.816,0.001,6.85147999068618e-268,"4","ATP5F1D"
4.23728446576226e-269,9.9736767037449,0.809,0.001,2.30898105108317e-264,"4","ATP5MF"
4.2372899169369e-269,9.76061532451648,0.809,0.001,2.30898402153726e-264,"4","ATP5MPL"
4.47100714203575e-268,6.65759049426923,0.816,0.015,2.43634121183812e-263,"4","SELENOP"
1.67885372712665e-265,3.1505017785463,0.908,0.062,9.14840972985853e-261,"4","CAVIN1"
1.33722268792772e-264,10.3372179824603,0.799,0.001,7.28679387105573e-260,"4","ATP5MD"
3.41521082455025e-257,4.76294764523469,0.825,0.03,1.86101668251392e-252,"4","SELENOS"
1.1191678505608e-256,4.40972646734159,0.851,0.037,6.09856945127592e-252,"4","SEM1"
1.58204277898783e-246,9.38511257523525,0.76,0.001,8.62086751126049e-242,"4","ATP5PD"
9.03147620435237e-244,5.23373237135628,0.777,0.02,4.92143201327569e-239,"4","SELENOW"
2.77509513725433e-241,9.96173455173282,0.749,0,1.51220484219263e-236,"4","ATP5PO"
2.45748065293197e-240,9.41375987121116,0.747,0.001,1.33913035739569e-235,"4","ATP5IF1"
6.71979754939389e-238,4.53076478014066,0.792,0.031,3.66175208061572e-233,"4","TRIR"
3.68162150389464e-235,9.81785127142494,0.735,0.001,2.00618918990227e-230,"4","ATP5F1B"
6.75602489725153e-232,9.96053837843299,0.728,0,3.6814930870103e-227,"4","ATP5F1A"
9.58554604985761e-231,5.65124671682321,0.754,0.015,5.22335575348841e-226,"4","COPS9"
3.74612083678649e-227,5.84929316094584,0.74,0.012,2.04133616638169e-222,"4","NOP53"
4.9897483243516e-222,5.90319475645389,0.72,0.013,2.71901365690567e-217,"4","CAVIN3"
1.08684256843958e-221,4.023557632628,0.776,0.039,5.92242252394094e-217,"4","LHFPL6"
1.98828163092515e-220,12.6625373499508,0.701,0,1.08345442632373e-215,"4","ATP5F1C"
3.16473179884121e-219,4.7257508357071,0.722,0.023,1.72452565182455e-214,"4","RTRAF"
6.64348557019247e-212,9.47429001422747,0.681,0.001,3.62016815690928e-207,"4","ATP5MC1"
7.05861996204892e-210,6.41671273862702,0.702,0.013,3.8463831897197e-205,"4","TCIM"
1.0697366068088e-206,8.12300928834519,0.68,0.005,5.82920871782252e-202,"4","AC020916.1"
9.99119412413825e-202,4.05071650327072,0.713,0.031,5.44440150212542e-197,"4","NSD3"
1.55092010679795e-197,4.74764396541144,0.682,0.02,8.45127384596341e-193,"4","SELENOK"
2.07681594316975e-197,2.8734375718402,0.767,0.056,1.13169854375206e-192,"4","NORAD"
6.88753583887189e-196,3.69013007262107,0.732,0.043,3.75315602931807e-191,"4","TCEAL9"
1.51643629312752e-188,7.3047074134791,0.629,0.003,8.26336464851051e-184,"4","SELENOH"
5.46761817868351e-187,3.16095251218335,0.72,0.048,2.97941449792822e-182,"4","SELENOF"
1.84979788003825e-186,9.98442033472869,0.619,0.001,1.00799186079044e-181,"4","ATP5PB"
9.94422091875321e-186,3.6317158699604,0.691,0.04,5.418804863047e-181,"4","BEX3"
8.66130698838077e-185,9.68246188930365,0.615,0,4.71971940410845e-180,"4","TENT5A"
3.30301920480091e-182,6.05688699035651,0.624,0.007,1.79988122508011e-177,"4","SMIM26"
3.61046508834803e-181,6.31307080332704,0.611,0.006,1.96741463594261e-176,"4","REX1BD"
3.22387848678377e-180,4.48021867488356,0.653,0.024,1.75675586501821e-175,"4","STMP1"
2.54914925384339e-179,4.81454285353876,0.633,0.017,1.38908241140434e-174,"4","ELOC"
2.55517307552312e-179,3.67199855245822,0.663,0.034,1.39236491231406e-174,"4","MESD"
2.14592616879229e-177,6.69556544756343,0.602,0.007,1.16935808789829e-172,"4","CYTOR"
3.86548170203016e-160,11.8991028113024,0.55,0,2.10637828907028e-155,"4","POLR2J3.1"
1.86339218148341e-155,3.05114005755514,0.603,0.038,1.01539966753394e-150,"4","MAP3K20"
2.61589742839014e-154,9.79653278240628,0.534,0,1.42545482667835e-149,"4","RTF2"
2.63995671824578e-150,4.70805914158091,0.56,0.015,1.43856521490649e-145,"4","NBDY"
1.91545066956358e-149,5.55839089061374,0.532,0.009,1.04376737885859e-144,"4","RIPOR3"
1.44411674556812e-148,9.16138305436569,0.518,0.001,7.86928096994978e-144,"4","TUT4"
7.03171550885266e-147,1.24192597969656,0.989,0.781,3.83172241508399e-142,"4","RPS26"
1.91492383343435e-146,3.74755141573475,0.578,0.027,1.04348029531505e-141,"4","SPART"
7.99577235161177e-141,4.9088299798091,0.513,0.01,4.35705626984029e-136,"4","NECTIN2"
1.12803636020824e-140,10.7945984594696,0.496,0,6.14689573404676e-136,"4","GUCY1A1"
2.03083666126126e-137,5.16523200695956,0.507,0.009,1.10664351345449e-132,"4","METTL26"
3.86752329191004e-135,10.6426942874392,0.48,0,2.10749079222762e-130,"4","OGA"
2.43568602526522e-133,2.24319582804843,0.582,0.048,1.32725402888752e-128,"4","RTL8C"
2.44998455531491e-133,5.52258264513768,0.499,0.008,1.3350455838822e-128,"4","NDUFAF8"
4.95887409154096e-132,4.81535939772674,0.499,0.012,2.7021896699625e-127,"4","MCRIP1"
1.71082663822661e-129,5.1259139954686,0.489,0.008,9.32263651702445e-125,"4","UFD1"
2.33166876069351e-127,5.1238573033455,0.483,0.009,1.27057294107711e-122,"4","WASHC3"
3.58109078453632e-127,11.238483444025,0.457,0,1.95140799030953e-122,"4","SMIM37"
4.10258311505566e-125,4.98196876887403,0.464,0.009,2.23557959105613e-120,"4","HIKESHI"
5.77994215406105e-124,8.82146769386463,0.448,0,3.14960607859095e-119,"4","AL078639.1"
6.66496790413797e-124,0.866117464890796,1,0.992,3.63187431032286e-119,"4","VIM"
1.26189250046229e-123,1.69749490477069,0.831,0.267,6.87630461351913e-119,"4","RAP1B"
6.67886327068586e-123,12.6007840932184,0.445,0,3.63944617346214e-118,"4","GUCY1B1"
3.83004083812333e-122,4.95323396110569,0.463,0.009,2.08706585351016e-117,"4","FAM92A"
8.86514416578787e-120,3.95498093362191,0.464,0.019,4.83079435882113e-115,"4","HDGFL3"
3.46005221736752e-119,3.4741687929497,0.596,0.079,1.88545165428791e-114,"4","UBD"
1.49226415160921e-115,9.36248388775486,0.422,0,8.13164581494892e-111,"4","RAB5IF"
3.61791320356225e-115,4.69592470956878,0.445,0.011,1.97147326288514e-110,"4","MMP24OS"
1.67246282855073e-114,3.79930092818293,0.442,0.018,9.11358444533865e-110,"4","SELENOT"
9.33817429498635e-113,4.89544364662071,0.437,0.01,5.08855793682396e-108,"4","HPF1"
4.10918164230249e-112,2.30443801074269,0.568,0.073,2.23917526052347e-107,"4","FTX"
1.0209700157603e-109,8.84928235124774,0.404,0,5.56346980988104e-105,"4","MTREX"
5.01436315581653e-109,1.85535699421867,0.652,0.136,2.73242677086755e-104,"4","ARID1B"
8.87932869484039e-108,4.09515664986176,0.435,0.016,4.83852379239242e-103,"4","WASHC4"
1.10781494623086e-107,8.85542488161763,0.398,0,6.03670520500123e-103,"4","MUC20-OT1"
1.33067837235702e-107,4.26648952383819,0.43,0.013,7.25113258664789e-103,"4","NAXE"
4.49009908841785e-107,4.53938238088962,0.415,0.012,2.44674479526065e-102,"4","BABAM2"
8.89305443301337e-104,3.5418086544694,0.428,0.021,4.84600322163764e-99,"4","ERBIN"
5.49741321794115e-101,9.82948866823047,0.377,0,2.99565041072049e-96,"4","TUT7"
5.08470933557672e-100,1.19083541057592,0.93,0.573,2.77075981114247e-95,"4","RPS10"
5.71758696370898e-100,1.46209481466062,0.878,0.409,3.1156274882643e-95,"4","ZBTB20"
4.25099683605104e-99,4.20324477359605,0.396,0.013,2.31645319590093e-94,"4","NIPSNAP2"
7.04844238856963e-99,3.62178902188722,0.411,0.019,3.84083722637936e-94,"4","RTL8A"
8.4100320939285e-99,3.39253825010407,0.461,0.029,4.58279468862352e-94,"4","FOXQ1"
1.12619203849415e-98,10.6576648518854,0.37,0,6.1368456561623e-94,"4","CYBC1"
2.84756477293024e-98,2.01630035124609,0.56,0.08,1.55169499606515e-93,"4","GABARAP"
5.11691505141842e-98,8.21287462407637,0.367,0,2.78830934981893e-93,"4","ECPAS"
8.07625307429683e-98,5.54841088028776,0.377,0.004,4.40091182524583e-93,"4","Z97200.1"
1.63278343913922e-97,0.93866538194731,0.989,0.696,8.89736351655745e-93,"4","CD81"
7.82293349962278e-96,3.74062435631374,0.416,0.017,4.26287292261445e-91,"4","MINDY2"
8.60113530281556e-95,0.593137598264861,0.993,0.949,4.68693064921025e-90,"4","RPL37"
1.2362721823031e-94,6.25940907956306,0.367,0.003,6.73669437580605e-90,"4","HDGFL2"
2.90588029382511e-94,6.2145189245008,0.358,0.003,1.58347228971118e-89,"4","PAXX"
5.75712171039218e-93,5.41314117386184,0.37,0.006,3.13717076242691e-88,"4","JPT1"
7.72613455046801e-92,9.61056472689442,0.347,0,4.21012523924103e-87,"4","FBH1"
8.45873340693116e-92,3.85828733267345,0.377,0.014,4.60933300810493e-87,"4","UTP11"
2.64313508263325e-91,4.27675558172043,0.374,0.013,1.44029716922851e-86,"4","THAP12"
2.89078690145662e-90,4.36504833038425,0.358,0.009,1.57524759834174e-85,"4","VSIR"
2.28358600807106e-88,3.48461940487755,0.386,0.022,1.24437168751808e-83,"4","SEPHS2"
7.51449266139554e-88,4.87449164196051,0.362,0.008,4.09479734104766e-83,"4","DMAC1"
8.5983253877546e-86,4.50305482921573,0.341,0.009,4.68539947029524e-81,"4","BUD23"
1.24155920566561e-85,1.20905445425817,0.779,0.276,6.76550442351306e-81,"4","BOD1L1"
1.8380903482028e-85,6.15607862702412,0.326,0.002,1.00161219254267e-80,"4","INTS11"
6.11888926287104e-85,2.34381135185512,0.383,0.032,3.33430513712369e-80,"4","KIRREL1"
1.14783708983271e-84,3.24372292069494,0.366,0.018,6.25479386991639e-80,"4","RETREG2"
1.89794216978072e-81,3.93975523009938,0.345,0.015,1.03422664715691e-76,"4","PCNX4"
8.67338782244053e-81,5.29845312810601,0.324,0.007,4.7263024922043e-76,"4","LRMDA"
9.1687386687981e-81,8.03731127111304,0.31,0.001,4.99622907540146e-76,"4","CPLANE1"
2.16613435439196e-80,4.91432348991356,0.32,0.006,1.18036993239527e-75,"4","PRH1"
3.83098080084201e-80,9.64044198340818,0.308,0,2.08757805799483e-75,"4","MACO1"
4.40408025619855e-80,3.72936416769408,0.336,0.017,2.39987141320772e-75,"4","PCNX1"
4.75732566699744e-80,1.10420976970342,0.87,0.42,2.59236190246025e-75,"4","PRRX2"
5.16268408672054e-80,1.05847589285872,0.938,0.588,2.81324981253575e-75,"4","RRBP1"
6.15036487304287e-79,4.4846149201741,0.333,0.009,3.35145682661852e-74,"4","PIP4P2"
6.63031528315051e-79,9.48215662314449,0.304,0,3.61299140409438e-74,"4","CFAP298"
1.15868399800366e-78,4.34977620844495,0.325,0.009,6.31390084192152e-74,"4","PTPA"
1.34991200168402e-78,10.2804511459358,0.303,0,7.35594047957659e-74,"4","MOSMO"
2.7463967549001e-78,9.35261370538515,0.302,0,1.49656651968016e-73,"4","SHLD2"
1.01029753526721e-77,4.33752808646883,0.316,0.008,5.50531332917809e-73,"4","NEPRO"
1.08300137281045e-76,1.22058000632975,0.907,0.53,5.90149108071868e-72,"4","HNRNPU"
1.90475650689043e-76,5.40505987153491,0.312,0.004,1.03793991573473e-71,"4","AC100810.1"
1.91844855852849e-76,9.45106005804477,0.296,0,1.04540098851334e-71,"4","MIA2"
2.58048483431856e-74,1.58622451410509,0.634,0.164,1.40615779591687e-69,"4","DNM1"
5.30232919919357e-74,9.58028249647758,0.287,0,2.88934522722456e-69,"4","ODR4"
1.61019951678957e-73,3.06283073257598,0.331,0.02,8.77429920688973e-69,"4","EBLN3P"
9.45254087140669e-73,5.24594575959725,0.291,0.004,5.15087857164694e-68,"4","SQOR"
9.57057095548126e-73,0.930881582237383,0.921,0.457,5.21519552506085e-68,"4","SRRM2"
1.24341351624778e-72,3.29377419038326,0.353,0.019,6.77560893273738e-68,"4","LNPK"
3.05801809996807e-72,5.5807795785046,0.293,0.003,1.6663752230346e-67,"4","CENPX"
5.86611960589944e-71,0.546246599611488,1,0.996,3.19656589564672e-66,"4","MT-ND3"
9.70976981635491e-71,1.24503866633898,0.746,0.253,5.29104776832812e-66,"4","PRPF4B"
1.0057401503808e-70,0.612846637325746,0.997,0.957,5.48047922745503e-66,"4","TPT1"
1.20180930214143e-70,1.13339644242902,0.799,0.366,6.5488992492291e-66,"4","TBX3"
8.9075892122975e-70,7.24201475623009,0.272,0.001,4.85392351356515e-65,"4","CCDC32"
2.22210218878601e-69,1.80488650393091,0.477,0.084,1.21086792471327e-64,"4","SPTLC1"
2.68803603533808e-69,3.87433227126519,0.29,0.01,1.46476459637643e-64,"4","HNRNPA1P48"
3.5173257460905e-69,1.06811838389198,0.776,0.309,1.91666114555964e-64,"4","GOLGB1"
3.86112785988369e-69,1.12735416546361,0.624,0.195,2.10400579340782e-64,"4","NUB1"
1.40446845514727e-68,4.02949462152133,0.299,0.01,7.6532295057885e-64,"4","NECTIN3"
2.49306682149598e-68,4.01018047146078,0.289,0.011,1.35852197236959e-63,"4","NKAPD1"
2.99855226571915e-68,3.50494172368417,0.297,0.014,1.63397110063568e-63,"4","VIRMA"
3.08016868944789e-68,3.71391498523682,0.302,0.012,1.67844552225395e-63,"4","SELENON"
5.52506274248626e-68,9.52234752796998,0.266,0,3.01071718963561e-63,"4","RXYLT1"
3.27285219073032e-67,0.568444612842188,1,0.967,1.78344261577277e-62,"4","COL6A2"
7.9235928215392e-67,1.11051563069902,0.716,0.288,4.31772420031314e-62,"4","METRNL"
3.34242686619836e-66,9.75839303390173,0.26,0,1.82135524792881e-61,"4","AC005261.1"
3.34242686619836e-66,6.32042074726399,0.26,0.001,1.82135524792881e-61,"4","FMC1"
4.86994265108877e-66,1.0613040701553,0.766,0.291,2.65372914943129e-61,"4","ZRANB2"
5.20992656342239e-64,5.14084653186277,0.261,0.004,2.83899318294013e-59,"4","RCC1L"
6.97786803158946e-64,3.94553988160111,0.272,0.011,3.80237984777373e-59,"4","JCAD"
1.19769701244585e-63,3.37385072830082,0.283,0.014,6.52649056021992e-59,"4","TOMM70"
1.46608912374089e-63,0.848085104496684,0.893,0.492,7.98901285308884e-59,"4","DST"
2.08589868087284e-63,0.654244255214867,0.986,0.823,1.13664790918123e-58,"4","PRRX1"
2.25189813923867e-63,1.32187633635307,0.676,0.246,1.22710433403394e-58,"4","CYP7B1"
2.94906459284832e-63,7.88394885276931,0.249,0.001,1.60700427793491e-58,"4","AC010642.2"
3.3889402787723e-63,3.74808907798517,0.276,0.011,1.8467013367086e-58,"4","WASHC2A"
4.16333413038739e-63,1.17948297041268,0.879,0.59,2.2686840343307e-58,"4","HSPA1A"
6.37175964387657e-63,1.10622674038428,0.775,0.337,3.47209926514122e-58,"4","NSA2"
