"file","bytes","md5"
"GSM6258257_C2_aligned_fiducials.jpg.gz",1101556,"a6bbecba46d8dabafcaeda708786d5c9"
"GSM6258257_C2_barcodes.tsv.gz",25674,"75c11d8d207153ecabc0b1d824516d79"
"GSM6258257_C2_detected_tissue_image.jpg.gz",1942429,"27a3da723f1782f66348e0cbd91fe969"
"GSM6258257_C2_features.tsv.gz",297011,"61676744f853b21947a63839feec88e7"
"GSM6258257_C2_matrix.mtx.gz",13344596,"e3a26d246880672366133e1d2ca179ec"
"GSM6258257_C2_scalefactors_json.json.gz",165,"730ab6ca4a692b65ffd7f8868c078c92"
"GSM6258257_C2_tissue_hires_image.png.gz",1607760,"1fa8c70e683814edfac79ffc290d7738"
"GSM6258257_C2_tissue_lowres_image.png.gz",302891,"1cf256806217c48cd1cda40dba563fdb"
"GSM6258257_C2_tissue_positions_list.csv.gz",55314,"52c1268804c34e129098f0099b1bc128"
