"view","Predictor","Target","Importance","nsamples"
"juxta.50","juxtaEndothelial.cells","pDCs",1.64415916175543,1
"juxta.50","juxtaEpithelial.cells","Activated_Fib",-0.759338124467672,1
"juxta.50","juxtaEpithelial.cells","Adventitial_Fib",0.56074412345391,1
"juxta.50","juxtaEpithelial.cells","B.cells",0.280228786811735,1
"juxta.50","juxtaEpithelial.cells","Cycling.cells",0.00771177829355017,1
"juxta.50","juxtaEpithelial.cells","ECM_Fib",-0.0814940491659531,1
"juxta.50","juxtaEpithelial.cells","Endothelial.cells",-0.328286413514395,1
"juxta.50","juxtaEpithelial.cells","Epithelial.cells",-0.151483783733864,1
"juxta.50","juxtaEpithelial.cells","Inflammatory_Fib",-0.442186916468309,1
"juxta.50","juxtaEpithelial.cells","Macrophages",-0.358920638194714,1
"juxta.50","juxtaEpithelial.cells","Mast.cells",-0.392833636900979,1
"juxta.50","juxtaEpithelial.cells","Neutrophils",-0.191773117950372,1
"juxta.50","juxtaEpithelial.cells","PI16_Fib",-0.600314150054712,1
"juxta.50","juxtaEpithelial.cells","Pericytes",0.183801262844279,1
"juxta.50","juxtaEpithelial.cells","Plasma.cells",2.23945636707354,1
"juxta.50","juxtaEpithelial.cells","T.cells",-0.922427601572225,1
"juxta.50","juxtaEpithelial.cells","pDCs",0.0365192156493954,1
"juxta.50","juxtaInflammatory_Fib","Activated_Fib",0.831688407114039,1
"juxta.50","juxtaInflammatory_Fib","Adventitial_Fib",-0.0767359139170271,1
"juxta.50","juxtaInflammatory_Fib","B.cells",-0.541117544569176,1
"juxta.50","juxtaInflammatory_Fib","Cycling.cells",-0.0238620612026846,1
"juxta.50","juxtaInflammatory_Fib","ECM_Fib",0.527119214940588,1
"juxta.50","juxtaInflammatory_Fib","Endothelial.cells",0.151125809650635,1
"juxta.50","juxtaInflammatory_Fib","Epithelial.cells",0.542866326021119,1
"juxta.50","juxtaInflammatory_Fib","Inflammatory_Fib",2.72534022723163,1
"juxta.50","juxtaInflammatory_Fib","Macrophages",0.711148572345949,1
"juxta.50","juxtaInflammatory_Fib","Mast.cells",-0.303286038249357,1
"juxta.50","juxtaInflammatory_Fib","Neutrophils",-0.909837156185106,1
"juxta.50","juxtaInflammatory_Fib","PI16_Fib",-0.137119032163977,1
"juxta.50","juxtaInflammatory_Fib","Pericytes",0.924905994630717,1
"juxta.50","juxtaInflammatory_Fib","Plasma.cells",-0.598173621218589,1
"juxta.50","juxtaInflammatory_Fib","T.cells",1.92054710744617,1
"juxta.50","juxtaInflammatory_Fib","pDCs",-0.939207858524486,1
"juxta.50","juxtaMacrophages","Activated_Fib",2.06296028376513,1
"juxta.50","juxtaMacrophages","Adventitial_Fib",1.86786255378265,1
"juxta.50","juxtaMacrophages","B.cells",-0.818831562134481,1
"juxta.50","juxtaMacrophages","Cycling.cells",0.0256454896369449,1
"juxta.50","juxtaMacrophages","ECM_Fib",0.717101783824,1
"juxta.50","juxtaMacrophages","Endothelial.cells",1.74448161952563,1
"juxta.50","juxtaMacrophages","Epithelial.cells",2.68215178773383,1
"juxta.50","juxtaMacrophages","Inflammatory_Fib",1.5594471540287,1
"juxta.50","juxtaMacrophages","Macrophages",2.18776940550562,1
"juxta.50","juxtaMacrophages","Mast.cells",0.270632100267727,1
"juxta.50","juxtaMacrophages","Neutrophils",-0.714300204403946,1
"juxta.50","juxtaMacrophages","PI16_Fib",0.235715404127058,1
"juxta.50","juxtaMacrophages","Pericytes",2.38877719892684,1
"juxta.50","juxtaMacrophages","Plasma.cells",-0.617485332878628,1
"juxta.50","juxtaMacrophages","T.cells",0.374562426454208,1
"juxta.50","juxtaMacrophages","pDCs",-0.648919956214242,1
"juxta.50","juxtaMast.cells","Activated_Fib",-0.335158788365468,1
"juxta.50","juxtaMast.cells","Adventitial_Fib",-0.628431570232594,1
"juxta.50","juxtaMast.cells","B.cells",1.88924994519025,1
"juxta.50","juxtaMast.cells","Cycling.cells",0.0031372341141477,1
"juxta.50","juxtaMast.cells","ECM_Fib",-0.507566542067019,1
"juxta.50","juxtaMast.cells","Endothelial.cells",-0.281991176796768,1
"juxta.50","juxtaMast.cells","Epithelial.cells",-0.741733538004411,1
"juxta.50","juxtaMast.cells","Inflammatory_Fib",-0.575960517832489,1
"juxta.50","juxtaMast.cells","Macrophages",-0.63034201220839,1
"juxta.50","juxtaMast.cells","Mast.cells",0.819467691998547,1
"juxta.50","juxtaMast.cells","Neutrophils",-0.657577842424075,1
"juxta.50","juxtaMast.cells","PI16_Fib",-0.0622459185272247,1
"juxta.50","juxtaMast.cells","Pericytes",-0.630849267483345,1
"juxta.50","juxtaMast.cells","Plasma.cells",-0.515804894370931,1
"juxta.50","juxtaMast.cells","T.cells",-0.799129815223936,1
"juxta.50","juxtaMast.cells","pDCs",-0.615086306669426,1
"juxta.50","juxtaNeutrophils","Activated_Fib",-0.767536688533404,1
"juxta.50","juxtaNeutrophils","Adventitial_Fib",-1.1879794923633,1
"juxta.50","juxtaNeutrophils","B.cells",0.550206471550535,1
"juxta.50","juxtaNeutrophils","Cycling.cells",0.0618540502041267,1
"juxta.50","juxtaNeutrophils","ECM_Fib",-0.865065154663588,1
"juxta.50","juxtaNeutrophils","Endothelial.cells",-0.434232893756341,1
"juxta.50","juxtaNeutrophils","Epithelial.cells",-0.745526843994775,1
"juxta.50","juxtaNeutrophils","Inflammatory_Fib",-0.483697238230682,1
"juxta.50","juxtaNeutrophils","Macrophages",-0.515303518680155,1
"juxta.50","juxtaNeutrophils","Mast.cells",-0.371077220152154,1
"juxta.50","juxtaNeutrophils","Neutrophils",1.36936313931478,1
"juxta.50","juxtaNeutrophils","PI16_Fib",-0.60842249254245,1
"juxta.50","juxtaNeutrophils","Pericytes",-0.165377285153547,1
