"sample","median_nearest_distance","mean_neighbors50","isolated_fraction50"
"GSM6258255",41.6773319683494,5.69669117647059,0
"GSM6258256",41.6773319683494,5.5566265060241,0
"GSM6258257",41.6773319683494,5.35,0
"GSM6258258",41.6773319683494,5.40918163672655,0
