"gene_name","module","kME"
"CLK1","Fibroblasts6",0.0960769913649026
"PDS5B","Fibroblasts6",0.0959677563031475
"NSRP1","Fibroblasts6",0.0957479319606256
"TPSAB1","Fibroblasts6",0.0950557342197177
"RBBP4","Fibroblasts6",0.0937121344107909
"TCEAL4","Fibroblasts6",0.0916382331805474
"PSMA2","Fibroblasts6",0.0907339450550187
"EIF2S2","Fibroblasts6",0.0907152493770986
"FAM118A","Fibroblasts6",0.0897370946951478
"UBXN6","Fibroblasts6",0.0896658493140928
"POSTN","Fibroblasts7",0.529787871699761
"COL3A1","Fibroblasts7",0.476870990456842
"MMP2","Fibroblasts7",0.465811231433242
"OGN","Fibroblasts7",0.442666693417585
"CTSK","Fibroblasts7",0.436503123947725
"SFRP4","Fibroblasts7",0.430223722543945
"CALU","Fibroblasts7",0.409546377098116
"PRSS35","Fibroblasts7",0.385902144563622
"FSTL1","Fibroblasts7",0.378935427613886
"FNDC1","Fibroblasts7",0.36854350382252
"LOX","Fibroblasts7",0.362718368077069
"NRP2","Fibroblasts7",0.356089066483598
"FN1","Fibroblasts7",0.354686464801441
"PTGFR","Fibroblasts7",0.342594158920053
"SEPT11","Fibroblasts7",0.337844315806846
"RUNX2","Fibroblasts7",0.335134980309271
"GJA1","Fibroblasts7",0.332986556537213
"PLEKHA5","Fibroblasts7",0.323129444273207
"ALPL","Fibroblasts7",0.321604454542428
"GPX8","Fibroblasts7",0.311230378663592
"TTC3","Fibroblasts7",0.310486563407904
"RAB31","Fibroblasts7",0.309913407866737
"KIAA1217","Fibroblasts7",0.29705715731416
"HAPLN1","Fibroblasts7",0.276328946903276
"FKBP10","Fibroblasts7",0.274088425805521
"COL8A2","Fibroblasts7",0.272878311559567
"SULF1","Fibroblasts7",0.26452631663835
"MMP14","Fibroblasts7",0.26369132342774
"C1QTNF6","Fibroblasts7",0.258201958026183
"SATB2","Fibroblasts7",0.25670899831354
"MKX","Fibroblasts7",0.250712675831578
"CRISPLD1","Fibroblasts7",0.24621925071853
"TMEM119","Fibroblasts7",0.24168200060161
"FKBP9","Fibroblasts7",0.230717672704301
"TCF12","Fibroblasts7",0.229014139117349
"PLS3","Fibroblasts7",0.227256875707187
"C3orf58","Fibroblasts7",0.226287555311196
"NREP","Fibroblasts7",0.224363118526147
"GOLM1","Fibroblasts7",0.219865025717004
"FOSL2","Fibroblasts7",0.219471478902611
"P4HA3","Fibroblasts7",0.217563430051281
"CSDE1","Fibroblasts7",0.217272830752931
"NOTCH2","Fibroblasts7",0.216802986925806
"SEC24D","Fibroblasts7",0.213557132080674
"TRAM1","Fibroblasts7",0.213160394409504
"ZMAT3","Fibroblasts7",0.21111947251971
"APBB2","Fibroblasts7",0.207752047124534
"PTPRD","Fibroblasts7",0.200274522422492
"RNF144A","Fibroblasts7",0.197512420388141
"CASC4","Fibroblasts7",0.196467299543562
"EPHA7","Fibroblasts7",0.194599752581483
"MARVELD1","Fibroblasts7",0.191495490333449
"CD109","Fibroblasts7",0.188844100932105
"TMEM263","Fibroblasts7",0.187166494424001
"LRRC17","Fibroblasts7",0.183156657790286
"CLIC4","Fibroblasts7",0.180863689274082
"SEC23A","Fibroblasts7",0.17225509149832
"UCHL1","Fibroblasts7",0.1697882022836
"ANOS1","Fibroblasts7",0.165918416916892
"XPOT","Fibroblasts7",0.15186956649438
"ADAMTS12","Fibroblasts7",0.147243116835134
"TM9SF2","Fibroblasts7",0.143303873330705
"UFM1","Fibroblasts7",0.141479558102631
"ASPN","Fibroblasts8",0.554082546527698
"NBL1","Fibroblasts8",0.528983721899198
"OMD","Fibroblasts8",0.506904007102577
"HTRA1","Fibroblasts8",0.427201093131431
"SDC1","Fibroblasts8",0.386347773803597
"THSD4","Fibroblasts8",0.350552578770566
"PDGFRL","Fibroblasts8",0.330806141023496
"CERCAM","Fibroblasts8",0.31863073624684
"SPON2","Fibroblasts8",0.314675343116586
"MXRA8","Fibroblasts8",0.299204080743205
"MEF2C","Fibroblasts8",0.282916787886633
"KDELR2","Fibroblasts8",0.282630795918311
"GPR1","Fibroblasts8",0.265548312212481
"DAP","Fibroblasts8",0.263688099636961
"SERINC5","Fibroblasts8",0.262423844453702
"FKBP7","Fibroblasts8",0.237720827977835
"P3H4","Fibroblasts8",0.20674142932987
"TWSG1","Fibroblasts8",0.203744816930018
"ERLEC1","Fibroblasts8",0.202627637848159
"TMEM64","Fibroblasts8",0.20236093018191
"STXBP6","Fibroblasts8",0.198664367447181
"RAB23","Fibroblasts8",0.195793351487676
"RP11-417E7.2","Fibroblasts8",0.195005001293395
"STX7","Fibroblasts8",0.190615989654108
"FAM198B","Fibroblasts8",0.190093152687426
"BCL11A","Fibroblasts8",0.179554659560701
"SLC40A1","Fibroblasts8",0.178289559577527
"TMED10","Fibroblasts8",0.175160139917401
"SSR1","Fibroblasts8",0.171035125652784
"UBE2Q2","Fibroblasts8",0.163307281029569
"CREM","Fibroblasts8",0.154720589784452
"PRKAR1A","Fibroblasts8",0.151510534843325
"TMEM30A","Fibroblasts8",0.132805798760718
"SLC41A2","Fibroblasts8",0.131389852095204
"RNF11","Fibroblasts8",0.131101777046562
"RAB6A","Fibroblasts8",0.123723515488153
"ADSS","Fibroblasts8",0.121729645449614
"RAB5A","Fibroblasts8",0.120861625708056
"IFI44","Fibroblasts8",0.116612771791491
"NAA50","Fibroblasts8",0.116182634541819
"C4orf46","Fibroblasts8",0.114713887009204
"BIRC2","Fibroblasts8",0.111685212490387
"RFTN2","Fibroblasts8",0.110414640735716
"HEY2","Fibroblasts8",0.108840834169411
"FBXL5","Fibroblasts8",0.0988114865663224
"SLC30A7","Fibroblasts8",0.0986615465151698
"PAFAH1B2","Fibroblasts8",0.0984444167679016
"ATP6V1B2","Fibroblasts8",0.0946471621673098
"SLC35F5","Fibroblasts8",0.0877891780839707
"TSPYL1","Fibroblasts8",0.0846217196847591
"TMEM33","Fibroblasts8",0.0830276541163943
"TMEM123","Fibroblasts8",0.0777982815985307
"LIPA","Fibroblasts8",0.0741769901808322
"POLR2M","Fibroblasts8",0.07296499443138
"DUSP1","Fibroblasts9",0.605013089368729
"ZFP36","Fibroblasts9",0.587578992166633
"JUNB","Fibroblasts9",0.580262111432498
"SOCS3","Fibroblasts9",0.553910911967881
"CXCL2","Fibroblasts9",0.551445678080957
"PHLDA1","Fibroblasts9",0.539741787103667
"PNRC1","Fibroblasts9",0.501727150742962
"CXCL13","Fibroblasts9",0.48534001509834
"CEBPD","Fibroblasts9",0.479354759741289
"HLA-B","Fibroblasts9",0.46821461985608
"C8orf4","Fibroblasts9",0.467286115164524
"PPP1R15A","Fibroblasts9",0.423962572479993
"GADD45B","Fibroblasts9",0.414652168516995
"RGS16","Fibroblasts9",0.383140254884654
"CDKN1A","Fibroblasts9",0.377333473497066
"HLA-C","Fibroblasts9",0.356326108093657
"GEM","Fibroblasts9",0.346660624111916
"HLA-A","Fibroblasts9",0.343148305094053
"BTG1","Fibroblasts9",0.342543248504221
"DCN","Fibroblasts9",0.334661166017628
"HLA-E","Fibroblasts9",0.334358123855875
"GADD45A","Fibroblasts9",0.324689563845766
"FBLN2","Fibroblasts9",0.310713897356862
"CXCL3","Fibroblasts9",0.305733412322869
"CD82","Fibroblasts9",0.296321144382593
"LDHA","Fibroblasts9",0.2825105306953
"C1S","Fibroblasts9",0.27268607062205
"BPGM","Fibroblasts9",0.261628349398031
"LITAF","Fibroblasts9",0.251905544629292
"SLC39A8","Fibroblasts9",0.249985575394458
"TMEM165","Fibroblasts9",0.248464673923269
"PPA1","Fibroblasts9",0.242540954003349
"PRSS23","Fibroblasts9",0.225215877233842
"MYC","Fibroblasts9",0.220868340504597
"SCPEP1","Fibroblasts9",0.220588412597315
"GNAI1","Fibroblasts9",0.219087333311619
"TSC22D1","Fibroblasts9",0.215312862196935
"NPM1","Fibroblasts9",0.215206075588305
"SLC25A5","Fibroblasts9",0.214497865010327
"SNX10","Fibroblasts9",0.212490507927518
"CYGB","Fibroblasts9",0.203413456822165
"HAS2","Fibroblasts9",0.200408840866318
"XBP1","Fibroblasts9",0.194082553765311
"IL4I1","Fibroblasts9",0.185984131706697
"COQ10B","Fibroblasts9",0.184706469934272
"EIF1B","Fibroblasts9",0.183994058874812
"GMFG","Fibroblasts9",0.183681762262905
"TAP1","Fibroblasts9",0.180015185856146
"HERPUD1","Fibroblasts9",0.161134267405909
"CYP27A1","Fibroblasts9",0.156019471498591
"FCMR","Fibroblasts9",0.155977797040038
"FAS","Fibroblasts9",0.155245780050412
"FAM92A1","Fibroblasts9",0.154252895030583
"LAMB3","Fibroblasts9",0.1539110722412
"RNF114","Fibroblasts9",0.149459309143958
"DNAJB4","Fibroblasts9",0.148238696656465
"TP53RK","Fibroblasts9",0.14638077111186
"ATP5A1","Fibroblasts9",0.143133738545098
"PRR16","Fibroblasts9",0.143062905705456
"ATP5B","Fibroblasts9",0.141414922455062
"RGS22","Fibroblasts9",0.136175694608368
"FAM213A","Fibroblasts9",0.1350383060615
"SRGN","Fibroblasts9",0.132761396954974
"HTATIP2","Fibroblasts9",0.129712526795317
"TXNL1","Fibroblasts9",0.122093420682777
"SLC25A33","Fibroblasts9",0.118710985152625
"ISCA1","Fibroblasts9",0.118064611140112
"PLGRKT","Fibroblasts9",0.115908944561305
"GLRX3","Fibroblasts9",0.109090406560057
"INTS10","Fibroblasts9",0.103548539595858
"IGBP1","Fibroblasts9",0.0988497213557901
"CBLN2","Fibroblasts9",0.0940431435997541
"CCT8","Fibroblasts9",0.0937126852461685
"CCNH","Fibroblasts9",0.0776468132476632
"CD74","Fibroblasts9",0.0711588311253374
"ZNF83","Fibroblasts9",0.0563231833728024
