"gene_name","module","color","kME_grey","kME_Fibroblasts1","kME_Fibroblasts2","kME_Fibroblasts3","kME_Fibroblasts4","kME_Fibroblasts5","kME_Fibroblasts6","kME_Fibroblasts7","kME_Fibroblasts8","kME_Fibroblasts9"
"FGFR1","Fibroblasts2","turquoise",0.298617984859604,-0.0335843185756526,0.37669406407807,0.0618113831773606,0.125684688280734,0.125666158543433,0.0994034476146295,0.177757797576722,0.111690674882102,0.027038739303127
"FGL2","Fibroblasts3","green",0.0360994403049734,-0.0569575953571174,0.00521514798707525,0.396772130045274,-0.0530070930259454,0.00432532627947855,0.0266993171996018,-0.102409104050289,-0.0961151065959208,-0.0342341732166918
"FHL1","Fibroblasts3","green",0.129197354727034,-0.0134204925330074,0.0800754022245097,0.263602758920513,-0.0652516767266307,0.14485901778232,0.0407395368848653,0.111576243802599,0.118179795472495,-0.0231178574998139
"FIBIN","Fibroblasts3","green",-0.00894132471633876,-0.0405421725324115,-0.0550288129348166,0.247796845145627,-0.149449893545234,0.0506955382337227,-0.0110283535350878,0.049457044609374,0.0722210496667499,-0.142391917939831
"FIBP","Fibroblasts1","blue",0.120671027098161,0.172994771892732,0.0551404150646079,-0.0111100345154976,0.0938993698862619,-0.0445769909702066,0.0241412673716357,0.0542043022666217,0.0582279001104649,0.0800229043589768
"FILIP1L","Fibroblasts2","turquoise",0.266507949391027,-0.0284819724662475,0.334147819988858,-0.0133804998872445,0.224733705351515,0.114981812993523,0.0548536835803658,0.0980850387717777,0.0258596926605983,0.171635035429279
"FKBP10","Fibroblasts7","pink",0.174525850212873,0.0475490892305621,0.154240722317237,-0.102230410811591,0.066675149284103,0.181671371917555,0.0193890781419908,0.274088425805521,0.173985372706673,0.0719617167652424
"FKBP11","Fibroblasts1","blue",0.0435834021113709,0.149595465807689,-0.0367529449575628,-0.0784225001610125,0.0533502502590905,-0.066433734728433,0.0636193321015015,0.095012295700122,0.116393077471554,0.0623970888697698
"FKBP14","Fibroblasts5","yellow",0.209521847095685,-0.042854747969797,0.229003245192411,-0.00470819802740234,0.0464576019714848,0.235710472266337,0.0587171804832474,0.224359223451605,0.154679910717602,0.0340809129009181
"FKBP1A","Fibroblasts1","blue",0.0264550413762472,0.247370538774442,-0.137531125034693,-0.00893906517154254,0.0774216428503413,-0.0396928772636839,0.0493163065021145,-0.0321117972369234,-0.00118471500526287,0.133148397985743
"FKBP2","Fibroblasts1","blue",0.077237805817349,0.202161748903891,-0.009502905530786,0.0454661959997841,0.0779102277769832,-0.135451603753347,0.0282574430355938,-0.0336461754040084,0.00918102950841892,0.0575430415256631
"FKBP3","Fibroblasts1","blue",0.0978161257836633,0.145678299101631,0.0386691174387904,0.0119288962657301,0.0719378436307489,-0.0656937101803051,0.0339920377754658,0.0296018763724909,0.0374040563101723,0.0602235173196406
"FKBP7","Fibroblasts8","magenta",0.0766488524185669,0.048537131041087,0.0127234915797005,0.00256606964141727,-0.0218938209498517,0.11050203376197,0.0200002719118802,0.149502816329609,0.237720827977835,0.0173359916515457
"FKBP8","Fibroblasts1","blue",0.124135118353133,0.22893910532343,0.0370544039860261,0.0538922200145149,0.10732300827198,-0.150024837131085,0.0296352967659697,-0.00310285398423085,0.0370029392919972,0.106929284202407
"FKBP9","Fibroblasts7","pink",0.14128898830987,-0.0524898729950108,0.136099275269758,-0.000426068789885434,-0.0264427979430333,0.227133048740801,0.163915079257802,0.230717672704301,0.147524503146723,-0.000697798256591478
"FLCN","Fibroblasts6","brown",0.0192433212989632,-0.0392756983813139,0.0436570680667388,-0.00649341592710993,-0.0157312967205821,0.00513662406056923,0.164687290673147,0.0113493227843016,-0.00469602862468409,-0.0417463419506766
"FLNA","Fibroblasts2","turquoise",0.217143905870946,0.0486895005923101,0.279157350824738,-0.000993817505441819,0.112092163695526,-0.0229946917690894,0.00487815529449971,0.100499394607356,0.0406806870526074,0.00456924473397944
"FLOT1","Fibroblasts1","blue",0.0928695807130115,0.112149850751382,0.0404305024186663,0.0268824554372129,0.0646536089398203,-0.03691932454299,0.0275966722519492,0.0295717601506786,0.0410610212102588,0.0808896849926137
"FLRT2","Fibroblasts2","turquoise",0.197111779740115,-0.10720231930984,0.257197629617539,0.0695294488969283,0.0429344701552191,0.230323696910054,0.049870360071132,0.164302624122145,0.0562549870230952,0.0316446249437247
"FLT3LG","Fibroblasts1","blue",-0.013972768652997,0.112511091447591,-0.097291013614564,0.0271847874751626,0.0330959457677353,-0.0982756505686963,0.0265445937176121,-0.0565408136566678,-0.0166985330039356,0.0781838035112956
"FLYWCH2","Fibroblasts1","blue",0.0351801359155351,0.163783765672043,-0.053170669050434,-0.00295638583811762,0.0482084086158598,-0.100423645424211,0.0173564634356301,0.0111966352428564,0.044195899302085,0.0731382412550897
"FMOD","Fibroblasts2","turquoise",0.263319675631495,-0.0212216935643661,0.331675271363098,-0.116548077888566,0.170565935790989,0.230051318729909,0.0226978047153674,0.254355121637212,0.14099488192553,0.167932622687967
"FN1","Fibroblasts7","pink",0.25651159457221,-0.0128056128459208,0.240479674377841,-0.0201227073049208,-0.00493243340391538,0.196048146873655,0.0741255207765283,0.354686464801441,0.216195025857163,-0.0608497463574722
"FNBP4","Fibroblasts2","turquoise",0.157747685937897,-0.0201204993479468,0.195886296086108,0.0177228928705273,0.0732311180430026,0.0166687978187729,0.038770251158612,0.0508088237999307,0.013097962235449,0.0303205341264265
"FNDC1","Fibroblasts7","pink",0.110507892946435,-0.0637345806973381,0.144226431467953,-0.00587524410200492,-0.0499014288481586,0.192018491632579,0.0359060412532362,0.36854350382252,0.229452164300474,-0.0950216133575528
"FNDC3A","Fibroblasts2","turquoise",0.184208263641261,-0.0160782594822289,0.209276150411012,0.0821130599479114,0.0427912835332129,0.0754432606621752,0.0447189855555632,0.0805876414318247,0.0458861287253431,0.0210885775290057
"FNDC3B","Fibroblasts2","turquoise",0.354812442125616,-0.060067580307998,0.463807316594967,-0.0354248347753857,0.208309955653242,0.182291524360394,0.076873404874017,0.222938390631553,0.0902776522719896,0.097572812093666
"FNTA","Fibroblasts1","blue",0.0710967352357518,0.0845296741655079,-0.000692511518261439,0.0554242679777489,0.00911975501268803,0.0142407597598783,0.0224710584566488,0.0247143898796742,0.0402185577767478,0.032044121627956
"FO393411.1","Fibroblasts5","yellow",0.0790636734423232,-0.246918288500955,0.147278831080554,-0.0156842567317999,-0.136595232015184,0.592296118699606,0.00316374667595301,0.144185960050325,0.0639711665259917,-0.0912266099182432
"FOSB","Fibroblasts2","turquoise",0.304554731289116,-0.0397976077617287,0.481079860994107,-0.0282203979676609,0.454748834029961,0.0658329099002538,-0.00235457816528195,0.10635561974089,0.0202243221761295,0.385809138367973
"FOSL1","Fibroblasts4","red",0.0912781183368936,0.0501137636465592,0.141629488134064,-0.106980847329852,0.238301275981889,-0.0314234609502676,-0.00653459701811449,0.0153217514940927,-0.0325444514425303,0.110955565386054
"FOSL2","Fibroblasts7","pink",0.117628417007941,-0.0669512850808644,0.145304115894322,-0.0893885769440766,0.0193129983658712,0.189070471253906,0.129685978628634,0.219471478902611,0.136277037479875,0.0430337191043307
"FOXC1","Fibroblasts2","turquoise",0.206059522248868,-0.0136732884512296,0.279596737528334,0.00540890317435416,0.18512723313489,0.0490615866646139,0.0340638009242757,0.0407325776081298,-0.0110703033313603,0.133738001826559
"FOXD1","Fibroblasts2","turquoise",0.0973003985699833,0.0331652446873416,0.121224808779847,0.0102837972150347,0.0748809400323875,-0.0256248655362169,0.0112421181807347,0.0411494727420524,0.0283411599356321,0.041272419872027
"FOXF2","Fibroblasts5","yellow",0.170616515495266,-0.0560162275993693,0.21602938408338,-0.0206265278903385,-0.0206182645203266,0.240852726248213,0.0171074771081117,0.192387814396453,0.135225740460346,-0.0219956846113688
"FOXK1","Fibroblasts6","brown",0.0316992254048462,0.0160313127060578,-0.00417481542483653,0.0394539081868705,-0.0195319112138964,-0.00785115006738526,0.0528382040823915,0.0282564272202319,0.0371351055350962,-0.00494668804489377
"FOXN3","Fibroblasts2","turquoise",0.171545248195884,0.000672927004633646,0.19860224258725,0.00396080472319555,0.062494936654508,0.0797958996841808,0.0402642450430191,0.111184023934851,0.0912557802262165,0.0368976212914998
"FOXO1","Fibroblasts2","turquoise",0.132810831276428,-0.0399475291501655,0.176421197106642,-0.0129927237329524,0.0605567571896765,0.0903931661714778,0.0291868634951638,0.0709593037188035,0.0333563280343016,0.0225306110771605
"FOXO3","Fibroblasts2","turquoise",0.194727705081974,-0.00924791162309212,0.23120417585787,0.011252385419748,0.125725664615692,0.100932470057429,0.0428493039017932,0.0954454151748239,0.0439285405574496,0.0936922427742287
"FOXQ1","Fibroblasts5","yellow",0.0823581938385911,-0.182724719310887,0.142437955582542,-0.0641905561543307,-0.0646290283208655,0.380740148095919,0.00374790975991657,0.090395267358533,0.0417968088321905,-0.0328345254946186
"FREM1","Fibroblasts3","green",0.0464711345349692,-0.0202256153041885,0.0519892600716503,0.117391960812525,-0.0336409709074583,-0.00329297754763097,0.00573866770190121,-0.00644175978456642,-0.00317459092131092,-0.0315215614150237
"FRG1","Fibroblasts3","green",0.091367235034063,0.0641882205225146,0.0421345361438788,0.0702756694143437,0.0142226062401529,-0.0204971731591578,0.0485460172126232,0.0183759590477405,0.0232087262929998,0.00163942932033245
"FRMD6","Fibroblasts2","turquoise",0.285034953221093,0.0291799254139028,0.29024272239715,-0.026389162170366,0.160447834777033,0.112254522887822,0.0896068826912655,0.146587644132058,0.0822075810644611,0.158090776459529
"FRZB","Fibroblasts3","green",-0.00505000378396337,0.0417620480059153,-0.0614628733210129,0.175064125962169,-0.0920591977695521,-0.0021820724672349,0.00597728067910667,-0.0075875336655738,0.0323382719219029,0.0236458208118953
"FST","Fibroblasts2","turquoise",0.180602395582977,0.108703665751637,0.198205253135159,-0.00960224372704944,0.196509553062254,-0.0495644895338054,-0.0159168817651467,0.0303665468636772,0.0239551480856281,0.123822089959224
"FSTL1","Fibroblasts7","pink",0.273987955264684,-0.0262127700954894,0.303492024373327,-0.0909802182818156,0.17502354861944,0.235706063814968,0.0698117662314718,0.378935427613886,0.178597644845238,0.130602133880884
"FTH1","Fibroblasts1","blue",-0.0304206030207733,0.568214517288346,-0.15001299934189,-0.248629279264031,0.463989629618438,-0.741900592913583,-0.00463948021945836,-0.150134166100432,-0.0634088609676572,0.361400694101478
"FTH1P20","Fibroblasts5","yellow",0.144007005597132,-0.294222551295781,0.219536697572365,-0.0368402423798883,-0.124789858360179,0.754406969755025,0.0249453374119734,0.167148138951029,0.0768795666536938,-0.0578971284548961
"FTL","Fibroblasts1","blue",0.0238769862734388,0.557214830645718,-0.12206732967978,-0.142811684418721,0.243958063397755,-0.45530194132165,0.00567562111852017,-0.0109338868269237,0.10195255434933,0.203484139944658
"FTLP3","Fibroblasts5","yellow",0.113624607446495,-0.326841243362997,0.205348114353422,-0.0108303920408739,-0.180257766762086,0.789653186679703,0.00940140051771727,0.201347569500375,0.0993154486649857,-0.115383123290184
"FUCA1","Fibroblasts3","green",0.00745385890040976,0.00595573934678557,-0.0168672494035887,0.143104855289232,-0.0444003167703866,-0.0133318181280968,0.0107764847141897,-0.00434286275791695,0.0124995354305363,-0.0392144845041581
"FURIN","Fibroblasts2","turquoise",0.130548682134568,-0.0259980918993935,0.177092772688802,-0.015953928032945,0.0762916681743912,0.105770656180134,0.0213224904846021,0.0769478559503799,0.0194755451652267,0.0396454976142876
"FUS","Fibroblasts2","turquoise",0.23167565596934,-0.0251340972740958,0.312100892879909,0.0604240646584839,0.154998904833441,0.00266266374107759,0.0301284999240154,0.0847556592728463,0.0144238217607108,0.0660833785775129
"FUZ","Fibroblasts1","blue",0.0105385369666379,0.0646800106518442,-0.0267141745896658,0.00704217435943168,0.0211577485165778,-0.0491736437476925,0.013517297020486,-0.00168852240496926,0.0146347779827873,0.0430896398292879
"FXR1","Fibroblasts2","turquoise",0.195017269414414,0.0246808036910075,0.216137079444343,0.0268676827902069,0.0848464433496993,0.0957491722320274,0.0398742977033517,0.0702159323475272,0.0358389273944651,0.0444613775690983
"FXYD3","Fibroblasts1","blue",-0.0638957532704041,0.0365588864047459,-0.0916118086702939,-0.0146505944738021,-0.0351956402922858,-0.0517159257980276,0.0391119062264535,-0.0319776607489561,-0.0210113137884243,-0.0109999332171726
"FXYD5","Fibroblasts1","blue",0.0147565533533294,0.175757726782442,-0.104632075655918,-0.00205734237255007,-0.0278634391052187,-0.0883172795787376,0.0203880401145106,-0.0241111084871849,0.0488437418589174,-0.030025039627268
"FXYD6","Fibroblasts3","green",-0.015822036745585,0.0249961500986274,-0.0887767735213078,0.166271143120862,-0.0844969929877031,-0.0385488200429221,0.0185908566616955,-0.0262161012030075,0.00751367801777343,-0.0582449869842308
"FYN","Fibroblasts2","turquoise",0.2490125127877,-0.00174250876281734,0.325406980512383,0.0376415016170154,0.185460813970756,0.0732345181053939,0.0216686469177053,0.086135792118505,-0.00922857273102808,0.102683078701185
"FZD1","Fibroblasts5","yellow",0.129697357779307,-0.0700823601642845,0.166373971827453,-0.0321347763261968,-0.00763264692333314,0.223347076693814,0.0146547307447519,0.198465979134679,0.146719120349295,-0.0146221076498523
"FZD10","Fibroblasts2","turquoise",0.124749691307411,0.0249649698749498,0.158343306099941,-0.0106572086303718,0.120985556024978,-0.00701447519330468,0.00810303935915726,0.00496980245385175,-0.0055868542063856,0.0796354101147162
"FZD7","Fibroblasts2","turquoise",0.125254962683974,-0.0717537002945247,0.185487405651902,0.0778843136566154,0.0209979945832634,0.120143596069979,0.0160453993197112,0.122020849603527,0.0757727060196209,-0.0174938526684073
"G0S2","Fibroblasts4","red",0.0703020692242282,0.0825637857563187,0.115220703279319,-0.132556202794394,0.400598446801761,-0.0815755441895617,-0.0274944904460374,-0.0549212980141729,-0.132785924791524,0.264384441914097
"G3BP2","Fibroblasts2","turquoise",0.151560951554895,0.00221090095177413,0.182703224884211,0.0129259651765736,0.0732643398818154,0.0558929526827592,0.0423267424822666,0.0678998214421601,0.0293980560206999,0.0395115468482281
"GABARAP","Fibroblasts6","brown",-0.0150316057610478,0.0880082134356215,-0.0797650500374239,0.00908625899032189,-0.0180987101957101,-0.0662460523438925,0.0825336079017603,-0.0109290210247637,0.0141629936397571,-0.00324173193408462
"GABARAPL1","Fibroblasts2","turquoise",0.152282725527363,0.0168325798047064,0.182651900521448,0.0103065548969979,0.127217205453174,0.0643576673208373,0.0215810438584526,0.0764073950842426,0.0358170541200831,0.083050248522416
"GABARAPL2","Fibroblasts1","blue",0.143926184231389,0.22344725426321,0.0443692287238317,0.0455421020494761,0.108788481694215,-0.0858004968087349,0.0179137988393894,0.0131349538614995,0.0422630184593085,0.0957369511116902
"GABPB1-AS1","Fibroblasts2","turquoise",0.163698781657495,0.00739720994965282,0.219103598888515,0.0340197431890192,0.117955795441693,-0.0454985393406029,0.0110526808703784,0.032681862556233,-0.0116376340166526,0.0607483325754168
"GABRE","Fibroblasts2","turquoise",0.0966001403674544,-0.0176411716345334,0.134589061561047,0.0159784369349531,0.073948447881745,0.00426708749593184,0.00601460947302458,0.022382546726288,-0.0089122027800548,0.0327055971697672
"GADD45A","Fibroblasts9","black",0.0874995914267322,0.0967472868947444,0.0859874831309303,-0.0398913392926725,0.216005420901007,-0.0489211805841867,-0.0104056309787976,0.0396580499746808,0.023590879888174,0.324689563845766
"GADD45B","Fibroblasts9","black",0.0391529881755664,0.16564981424142,0.00982997438544233,-0.00967655383622217,0.282804171746803,-0.186657459356635,-0.0223934347416074,-0.0520024960987585,0.000699829408321111,0.414652168516995
"GADD45GIP1","Fibroblasts1","blue",0.10395939606056,0.245122256448728,0.00657068417371158,0.0349449802704499,0.0661315197631427,-0.157019910188899,0.0328258708929355,-0.022290885882243,0.00919150363745055,0.0468285803794883
"GALNT1","Fibroblasts5","yellow",0.237339221032541,-0.120756231710404,0.313182846554127,-0.0337670110895966,0.00210389566330569,0.36381695791513,0.0545846216748925,0.337822872021397,0.225612366156548,-0.0181765501459491
"GALNT10","Fibroblasts5","yellow",0.101750486247951,-0.127369295650602,0.144559410289506,0.0486913791110552,-0.0666556366184236,0.242960901401462,0.0197715804745266,0.15383953453152,0.0981560111068808,-0.0638022690126823
"GALNT15","Fibroblasts2","turquoise",0.178977156691794,0.020019625671355,0.22265781594498,-0.0441219175310675,0.0778548727776837,0.0599383923364134,0.0233260595717005,0.142355977370341,0.101377167744349,0.00705154422477314
"GALNT2","Fibroblasts2","turquoise",0.136699046819011,-0.0390984035746141,0.174377370836913,-0.00157468009947289,0.0668130544223748,0.122481615323739,0.0321286132294659,0.0898902239692619,0.0397349589135073,0.0403074924299096
"GALNT5","Fibroblasts5","yellow",0.206368564738339,-0.0474022798309713,0.240489435330055,-0.041449924088194,0.0135109986905987,0.229042214866119,0.0488489046906352,0.234718635093991,0.158430631381729,-0.00404456954600834
"GAMT","Fibroblasts3","green",0.0363220431350635,0.057496688487147,0.00505014422038761,0.0748521018052173,-0.00902953600328226,-0.0458394856763853,0.00153669339800113,-0.0162978452667793,0.00269603344338379,-0.00582651430890052
"GANAB","Fibroblasts2","turquoise",0.180704249754497,-0.055494649049073,0.242532262152251,-0.0147661224112306,0.0803060338173391,0.181720017693962,0.0198294899772796,0.105130862577673,0.0308240862385262,0.0479274076299856
"GAPDH","Fibroblasts1","blue",0.133540321432259,0.531376680926288,-0.0263036567396909,-0.108710180695348,0.332460870418154,-0.444285072077973,0.0407860634228229,-0.0515157383713607,0.0127696410227425,0.26812464843977
"GAPVD1","Fibroblasts2","turquoise",0.149153918643321,-0.0146944524593489,0.17847211261232,-0.0243295924280985,0.0684664721431596,0.0832892713151534,0.0396355600047908,0.0785403639970232,0.0377327171183512,0.0331561926889742
"GAREM1","Fibroblasts2","turquoise",0.165384635403991,-0.0297090582913368,0.212395463061736,0.0523815544451312,0.103812431374582,0.0629865054455231,0.0394739889723325,0.0400241524084536,-0.0175960315679555,0.0572165938557843
"GAS1","Fibroblasts2","turquoise",0.238302989968288,-0.0139058236151195,0.320291212014156,-0.0336172478821739,0.117210229991885,0.159192218574799,0.0136556415386041,0.224169268605795,0.116730116452536,0.0734113866992229
"GAS6","Fibroblasts3","green",0.0413052595055696,0.0109612726285756,0.013293677530035,0.325198653001993,0.0142280753461505,-0.0687232409289491,0.00566932183756006,0.0438448282845147,0.0370115027858462,0.0361425405734912
"GATAD1","Fibroblasts2","turquoise",0.188648565453747,-0.0130466393358533,0.24240049397005,0.0216290290378524,0.0739843075958234,0.0626747249093247,0.0274718581895803,0.0947152812472236,0.0422559050747178,0.028905652432815
"GATAD2A","Fibroblasts2","turquoise",0.133486538288091,-0.00161479610854219,0.153039195600367,0.00629125761827748,0.0632862615543248,0.0697969513807278,0.033167252421983,0.0573314632977813,0.027748686184826,0.0371819800419105
"GATAD2B","Fibroblasts2","turquoise",0.123464963637387,-0.024941685408528,0.146828502096802,0.0520390039287229,0.0108813574846771,0.0893414221962238,0.0304447963289225,0.0481015841268952,0.0302360787929062,-0.00817694265014996
"GBF1","Fibroblasts2","turquoise",0.145120709856536,-0.0114614996385995,0.171326599640158,-0.000255375604280737,0.0661739642026397,0.0862751299376036,0.0283923527172107,0.0820090105516381,0.0406339120108456,0.0403718670732659
"GBP1","Fibroblasts2","turquoise",0.163741361018998,-0.0113761743407078,0.220411756870475,-0.0372208973206958,0.215887895618483,0.0425430432894688,0.0305358058725705,0.058232132905644,-0.00901182190792891,0.143965202915476
"GBP5","Fibroblasts2","turquoise",0.102010713394417,-0.0226717858726267,0.14512167120329,-0.0678450142943415,0.121936270619311,0.024097753546342,0.00541968424670226,0.0102101723882309,-0.0186586791316979,0.0868199722396358
"GCA","Fibroblasts3","green",-7.23423728834952e-05,0.00282309371734846,-0.022319023525095,0.0753627281484186,-0.0321774963464681,-0.010579848244716,0.0120243410871402,-0.0171587243050284,-0.00252169457231757,-0.0188145975059857
"GCC2","Fibroblasts2","turquoise",0.214141110632228,-0.00493883522753216,0.227906022435497,0.0651790168451426,0.0839272684889807,0.086358327688923,0.0545700353458499,0.0725722536690554,0.0357875935203043,0.055332652517041
"GCN1","Fibroblasts5","yellow",0.100226372640626,-0.0546866988804012,0.137884375545102,-0.0102676357590894,0.00771566951125348,0.149743184195478,0.0104034922484351,0.0781208965293156,0.0412894365818418,-0.0150487856411185
"GDF10","Fibroblasts3","green",-0.00434143089191873,-0.0392598873027239,-0.0547873389407621,0.296780602622626,-0.113834599058291,-0.00596083719002599,0.0164696815204616,-0.047960449678309,-0.00390044535129168,-0.0922982273148318
"GDF11","Fibroblasts2","turquoise",0.0909105831658164,-0.013277657387013,0.120980231893239,0.0141833975840413,0.044084770433255,0.0583284362361234,0.0181178362278485,0.0417064866623784,0.0185546478514568,0.0289283336489817
"GDI2","Fibroblasts1","blue",0.142059590909274,0.111216975822453,0.0505509860842267,0.030432766807764,0.0524460295983406,0.0882243983165475,0.0427036167832967,0.104141872558418,0.109284677984249,0.0787561338655872
"GEM","Fibroblasts9","black",0.115160163031781,0.152180664418248,0.0783685174042487,-0.0526557572247528,0.291699162050286,-0.112170339047759,0.0168488022584648,-0.0402793536061462,-0.00659247925028832,0.346660624111916
"GFPT2","Fibroblasts2","turquoise",0.146924026535638,-0.0206074940071137,0.201513491387759,-0.0200252493469772,0.149954193149398,0.0878285437391235,0.0110527692597988,0.0411050132480198,-0.0137461815324455,0.0755464657599676
"GGH","Fibroblasts1","blue",-0.0115746269095351,0.0867163325940934,-0.0753205190851787,0.0385843238381725,-0.0107598928224991,-0.0468474038286065,0.00788756332502272,0.00885109429553872,0.0441227784160903,0.0385790431490256
"GGPS1","Fibroblasts1","blue",0.0663383255015297,0.0833084088794418,-0.00173322620392853,0.0250662240205882,0.0183435870026899,0.00335407154658708,0.0316451023388006,0.0304604128585101,0.0364893920693923,0.0356773030238717
"GHITM","Fibroblasts1","blue",0.114904360294545,0.156923449380297,0.0146509169530332,0.0216975658945711,0.0841117282792645,-0.00583990006520316,0.015159254984382,0.0182448293479059,0.0395051420064517,0.1009256582704
"GIGYF1","Fibroblasts6","brown",-0.00575351693836342,-0.0518704955601338,-0.00420708332440102,0.0159430641394956,-0.0619592146033367,0.0625013434235741,0.227289937146747,0.0238013875510294,0.0234533294220992,-0.0488597554188489
"GIGYF2","Fibroblasts2","turquoise",0.19770141077106,-0.0242491296166648,0.233897388885532,0.0441915866678219,0.0501175117020371,0.100260361391,0.0388550802466121,0.0729342283716745,0.0304820504243871,0.00839680718537206
"GINM1","Fibroblasts4","red",0.229154413062958,0.116400866514367,0.200999677676734,0.0367828375006352,0.212184416958206,0.00479780726862651,0.0418911285212586,0.0825703729763702,0.05961826053333,0.163221509553688
"GJA1","Fibroblasts7","pink",0.125808374612949,-0.0835794718704242,0.136178670534798,-0.0499040786594407,-0.067713188958879,0.251189537220519,0.0350321883566122,0.332986556537213,0.213973642067152,-0.0842444773275375
"GJC1","Fibroblasts2","turquoise",0.113596279820651,-0.0316332751735323,0.162535922883613,-0.0464606607967492,0.0712620064462133,0.0738529350506828,0.0113041029303894,0.0499213932401092,0.00813900893755715,0.0254583800073813
"GLG1","Fibroblasts2","turquoise",0.255103044466449,-0.0968632575216668,0.312301969643521,0.0549654219055154,0.0623360909602651,0.22754560638606,0.074492807877513,0.177114072811109,0.0992877766840536,0.0312011704734293
"GLI3","Fibroblasts2","turquoise",0.196576141553351,-0.0387058502375425,0.248374680521942,0.0176166744870723,0.0381519139050616,0.148253338749924,0.0322310023015773,0.162453277264781,0.103748268362909,0.0220072154092268
"GLIPR2","Fibroblasts6","brown",0.0279927014593201,0.0752132663660142,-0.0328925770812214,0.0589558570890153,-0.0203909724591182,-0.0204124284862378,0.0564927790096883,0.0416136840732399,0.0667373596348246,0.00135646561398908
"GLIS3","Fibroblasts2","turquoise",0.20282346502547,0.011228632754508,0.290031037117753,-0.0906057126094078,0.260841629728591,-0.00678228895374352,0.0273824116355687,0.0607148933780442,-0.00733477784387239,0.136786310494797
"GLMP","Fibroblasts1","blue",0.0691270876171889,0.118658084007884,-0.0034048762862038,-0.0112954378381883,0.0383863126877993,-0.0448841633841613,0.0363548569979403,0.0531588540909814,0.0674330057205201,0.0492502116583452
"GLOD4","Fibroblasts1","blue",0.0412086174434241,0.065700735964434,-0.0185083374094597,0.0517162045024087,-0.00387168686836354,-0.0110872918231485,0.0219026160321496,-0.00098952229611369,0.0207515848927986,0.0196047008892304
"GLRX","Fibroblasts4","red",0.169509272011449,0.129151579735001,0.163687016219486,-0.0468675032771339,0.225855835976743,-0.0309289834021824,0.018035705969867,0.0204765220223044,-0.0136944044844019,0.132154078683299
"GLRX3","Fibroblasts9","black",0.0902927439070406,0.118321921758082,0.0436667663115394,-0.0205271630918527,0.104571023965898,-0.031944045063684,0.0186553221187314,0.0143528350631078,0.0239965849658191,0.109090406560057
"GLS","Fibroblasts2","turquoise",0.200556303351809,-0.0563643990670471,0.261379231783565,0.00868531725076171,0.0506170672940758,0.115200891674667,0.0510262927348987,0.108341343572049,0.0597274357231966,-0.0117195011043015
"GLT8D1","Fibroblasts1","blue",0.113301841248877,0.107096375597351,0.0484560670583219,0.0129447813547509,0.0446831404687276,0.00992147791617776,0.0240131844581995,0.105294687156523,0.1092128889573,0.0674913766587442
"GMFG","Fibroblasts9","black",0.146129380154138,0.228425449581743,0.101568601192174,-0.127224946190876,0.184040152788667,-0.11433544548136,0.0277719792579163,-0.0291588916920918,-0.00358541045922417,0.183681762262905
"GNA11","Fibroblasts2","turquoise",0.160240809742911,-0.000431617180520839,0.196950540304879,0.0267359623696341,0.0843028668760946,0.0254362710431936,0.0268074523812124,0.0548289860453769,0.0166237272516557,0.0399822677321871
"GNA12","Fibroblasts2","turquoise",0.172161649148337,-0.0195083472079612,0.229525838961819,-0.0272268170400126,0.101919939291311,0.101448169561497,0.0334944187072943,0.0858979175140659,0.0256947114901785,0.0495178071991985
"GNAI1","Fibroblasts9","black",0.161308424158122,0.15283125703693,0.10929670614977,-0.132808964326048,0.198656162725322,-0.0193290989835535,0.0193783874495809,0.000645646313892406,0.0065285011789133,0.219087333311619
"GNAI2","Fibroblasts2","turquoise",0.351720956238567,0.0340660092900905,0.44971157515032,0.0139928980520167,0.196924560458057,0.151673438855551,0.0463714171630896,0.183909908198509,0.0830412653575379,0.107827559427949
"GNAS","Fibroblasts2","turquoise",0.393033062139254,-0.114350815166163,0.563904788297314,0.0732941978462675,0.0938965259592825,0.363904486327298,0.0188994056416689,0.250017287342466,0.12643232902871,-0.0110983279613742
"GNB1","Fibroblasts2","turquoise",0.301372577806911,-0.0967922986348785,0.384352543547467,0.00538029157052751,0.0623427951177406,0.349823816775165,0.0555001299823134,0.206222701185969,0.116301174500636,0.0125915390310225
"GNB2","Fibroblasts1","blue",0.147191707284746,0.191061342936561,0.0837216701136647,0.0173677301407761,0.144239959487516,-0.0970224724146134,0.0289222561681928,0.0443517440025882,0.0509860945459752,0.132064674475102
"GNG11","Fibroblasts1","blue",0.104553047336528,0.247614554545516,-0.00754792214832297,0.070683890093382,0.0768860248242658,-0.155224622779728,0.0343731585770441,-0.0920313397498133,-0.0410742310920555,0.0557342295061581
"GNPDA2","Fibroblasts1","blue",0.0534260771420692,0.0434336868171147,0.000803433477232835,0.0473253281430784,0.00248185286184747,0.00114148363045022,0.028628291963587,0.0363699079562817,0.0443590643739386,0.0185542302577029
"GNPTAB","Fibroblasts2","turquoise",0.136114156267099,0.00321124042972421,0.162749215758991,0.00838085830087329,0.0791013772321508,0.0431384078677235,0.0270852871139668,0.0586106108198059,0.0204095911221218,0.0376371905068152
"GNS","Fibroblasts2","turquoise",0.142343858496561,-0.0740672807879135,0.184010798113287,0.018708260303028,0.039185744552512,0.174407991870427,0.022346526878676,0.107132555373789,0.0479637891228511,0.0155577030111883
